"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","PlatformPortfolio.AnD","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"185",2013-06-01,2013-06-30,"Q3",2013-09-30,2.66849315068493,"Aircraft and Drones","Army","BBP1",1.08478796705971,0.572722593950645
"186",2013-07-01,2013-09-30,"Q4",2013-09-30,2.75068493150685,"Aircraft and Drones","Army","BBP1",0.123712044646796,0.592432389817339
"187",2013-08-01,2013-09-30,"Q4",2013-09-30,2.83561643835616,"Aircraft and Drones","Army","BBP1",0.0841803258216716,0.430893445842727
"188",2013-09-01,2013-09-30,"Q4",2013-09-30,2.92054794520548,"Aircraft and Drones","Army","BBP1",0.405018547924038,0.204303639464168
"189",2013-10-01,2013-12-31,"Q1",2014-09-30,3.0027397260274,"Aircraft and Drones","Army","BBP1",0.0620590325261,0.183752635423936
"190",2013-11-01,2013-12-31,"Q1",2014-09-30,3.08767123287671,"Aircraft and Drones","Army","BBP1",0.2361058305489,0.234394470333013
"191",2013-12-01,2013-12-31,"Q1",2014-09-30,3.16986301369863,"Aircraft and Drones","Army","BBP1",0.9137025485416,0.4039558038722
"192",2014-01-01,2014-03-31,"Q2",2014-09-30,3.25479452054795,"Aircraft and Drones","Army","BBP1",0.5854586353011,0.578422338130533
"193",2014-02-01,2014-03-31,"Q2",2014-09-30,3.33972602739726,"Aircraft and Drones","Army","BBP1",0.0771953804918,0.5254521881115
"194",2014-03-01,2014-03-31,"Q2",2014-09-30,3.41643835616438,"Aircraft and Drones","Army","BBP1",0.6769018340451,0.446518616612667
"195",2014-04-01,2014-06-30,"Q3",2014-09-30,3.5013698630137,"Aircraft and Drones","Army","BBP1",0.2045006322499,0.3195326155956
"196",2014-05-01,2014-06-30,"Q3",2014-09-30,3.58356164383562,"Aircraft and Drones","Army","BBP1",0.3352857963468,0.405562754213933
"197",2014-06-01,2014-06-30,"Q3",2014-09-30,3.66849315068493,"Aircraft and Drones","Army","BBP1",0.4793545449332,0.3397136578433
"198",2014-07-01,2014-09-30,"Q4",2014-09-30,3.75068493150685,"Aircraft and Drones","Army","BBP1",0.1017339959405,0.305458112406833
"199",2014-08-01,2014-09-30,"Q4",2014-09-30,3.83561643835616,"Aircraft and Drones","Army","BBP1",0.0570511467118,0.212713229195167
"200",2014-09-01,2014-09-30,"Q4",2014-09-30,3.92054794520548,"Aircraft and Drones","Army","BBP1",0.4104537217083,0.1897462881202
"201",2012-08-01,2012-09-30,"Q4",2012-09-30,0.835616438356164,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.282424654474307,NA
"202",2012-09-01,2012-09-30,"Q4",2012-09-30,0.920547945205479,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.462268103593863,NA
"203",2012-10-01,2012-12-31,"Q1",2013-09-30,1.0027397260274,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.307588595120646,0.350760451062939
"204",2012-11-01,2012-12-31,"Q1",2013-09-30,1.08767123287671,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.0899787907594191,0.286611829824643
"205",2012-12-01,2012-12-31,"Q1",2013-09-30,1.16986301369863,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.669566035214075,0.355711140364713
"206",2013-01-01,2013-03-31,"Q2",2013-09-30,1.25479452054795,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.035831335665685,0.26512538721306
"207",2013-02-01,2013-03-31,"Q2",2013-09-30,1.33972602739726,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.100325699169392,0.268574356683051
"208",2013-03-01,2013-03-31,"Q2",2013-09-30,1.41643835616438,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.174543638366508,0.103566891067195
"209",2013-04-01,2013-06-30,"Q3",2013-09-30,1.5013698630137,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.137005945452422,0.137291760996107
"210",2013-05-01,2013-06-30,"Q3",2013-09-30,1.58356164383562,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.222501085668122,0.178016889829017
"211",2013-06-01,2013-06-30,"Q3",2013-09-30,1.66849315068493,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",1.50891157711547,0.622806202745337
"212",2013-07-01,2013-09-30,"Q4",2013-09-30,1.75068493150685,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.490208590560983,0.740540417781524
"213",2013-08-01,2013-09-30,"Q4",2013-09-30,1.83561643835616,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",1.28280845584422,1.09397620784022
"214",2013-09-01,2013-09-30,"Q4",2013-09-30,1.92054794520548,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.906269944079212,0.893095663494804
"215",2013-10-01,2013-12-31,"Q1",2014-09-18,2.0027397260274,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.136027002764,0.775035134229143
"216",2013-11-01,2013-12-31,"Q1",2014-09-18,2.08767123287671,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.1084061754784,0.383567707440537
"217",2013-12-01,2013-12-31,"Q1",2014-09-18,2.16986301369863,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",1.2448354863624,0.4964228882016
"218",2014-01-01,2014-03-31,"Q2",2014-09-18,2.25479452054795,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.063190497945,0.472144053261933
"219",2014-02-01,2014-03-31,"Q2",2014-09-18,2.33972602739726,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.1282525912816,0.478759525196333
"220",2014-03-01,2014-03-31,"Q2",2014-09-18,2.41643835616438,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.260553968105,0.1506656857772
"221",2014-04-01,2014-06-30,"Q3",2014-09-18,2.5013698630137,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.2849102956056,0.2245722849974
"222",2014-05-01,2014-06-30,"Q3",2014-09-18,2.58356164383562,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.2172316493261,0.254231971012233
"223",2014-06-01,2014-06-30,"Q3",2014-09-18,2.66849315068493,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.3831890814368,0.295110342122833
"224",2014-07-01,2014-09-30,"Q4",2014-09-18,2.75068493150685,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.3039185599883,0.3014464302504
"225",2014-08-01,2014-09-30,"Q4",2014-09-18,2.83561643835616,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",1.4288497169395,0.705319119454867
"226",2014-09-01,2014-09-30,"Q4",2014-09-18,2.92054794520548,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.2420525184022,0.658273598443333
"227",2012-07-01,2012-09-30,"Q4",2012-09-30,0.750684931506849,"Aircraft and Drones","Army","Section 808
FY12 NDAA
Implem.",0.0122741845947894,0.561058806645496
"228",2007-07-01,2007-09-30,"Q4",2007-09-30,0.747945205479452,"Aircraft and Drones","Navy","YOUNG",0.261098355258727,NA
"229",2007-08-01,2007-09-30,"Q4",2007-09-30,0.832876712328767,"Aircraft and Drones","Navy","YOUNG",0.32607810112246,NA
"230",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"Aircraft and Drones","Navy","YOUNG",0.489054016197104,0.35874349085943
"231",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"Aircraft and Drones","Navy","YOUNG",0.718146691767896,0.511092936362487
"232",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"Aircraft and Drones","Navy","YOUNG",0.20710749027115,0.471436066078717
"233",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"Aircraft and Drones","Navy","YOUNG",0.661994561062907,0.529082914367317
"234",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"Aircraft and Drones","Navy","YOUNG",0.567331149045553,0.478811066793203
"235",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"Aircraft and Drones","Navy","YOUNG",0.375608057668113,0.534977922592191
"236",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"Aircraft and Drones","Navy","YOUNG",0.472387580227766,0.471775595647144
"237",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"Aircraft and Drones","Navy","YOUNG",0.710993195130152,0.51966294434201
"238",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"Aircraft and Drones","Navy","YOUNG",1.47644223412148,0.886607669826464
"239",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"Aircraft and Drones","Navy","YOUNG",0.368199099121475,0.851878176124367
"240",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"Aircraft and Drones","Navy","YOUNG",1.50353121686551,1.11605751670282
"241",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"Aircraft and Drones","Navy","YOUNG",0.335434111095445,0.735721475694143
"242",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"Aircraft and Drones","Navy","YOUNG",1.03552394195228,0.958163089971077
"243",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"Aircraft and Drones","Navy","YOUNG",0.681446579844122,0.684134877630615
"244",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"Aircraft and Drones","Navy","YOUNG",0.510264028209569,0.742411516668656
"245",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"Aircraft and Drones","Navy","YOUNG",1.37142453972721,0.854378382593635
"246",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"Aircraft and Drones","Navy","YOUNG",0.57489473405499,0.818861100663924
"247",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"Aircraft and Drones","Navy","YOUNG",0.80976490149383,0.918694725092011
"248",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"Aircraft and Drones","Navy","YOUNG",2.06441716078155,1.14969226544346
"249",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"Aircraft and Drones","Navy","YOUNG",0.566610552901061,1.14693087172548
"250",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"Aircraft and Drones","Navy","YOUNG",0.0883303919354839,0.9064527018727
"251",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Aircraft and Drones","Navy","YOUNG",2.81103358284261,1.15532484255972
"252",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"Aircraft and Drones","Navy","YOUNG",1.13539336869452,1.34491911449087
"253",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"Aircraft and Drones","Navy","YOUNG",0.111485688666378,1.3526375467345
"254",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Aircraft and Drones","Navy","YOUNG",0.290604688244209,0.51249458186837
"255",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"Aircraft and Drones","Navy","YOUNG",0.120641838339752,0.174244071750113
"256",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"Aircraft and Drones","Navy","YOUNG",0.853935184488661,0.421727237024207
"257",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"Aircraft and Drones","Navy","YOUNG",0.568822146213094,0.514466389680502
"258",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"Aircraft and Drones","Navy","YOUNG",0.850425638928113,0.757727656543289
"259",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"Aircraft and Drones","Navy","YOUNG",0.0811597835472828,0.500135856229496
"260",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"Aircraft and Drones","Navy","YOUNG",0.201570829856654,0.37771875077735
"261",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"Aircraft and Drones","Navy","YOUNG",0.124040866463415,0.135590493289117
"262",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"Aircraft and Drones","Navy","YOUNG",0.176544100149765,0.167385265489944
"263",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"Aircraft and Drones","Navy","YOUNG",0.07076550436457,0.123783490325916
"264",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"Aircraft and Drones","Navy","YOUNG",0.294575128712024,0.180628244408786
"265",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"Aircraft and Drones","Navy","YOUNG",0.0967901552631579,0.154043596113251
"266",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"Aircraft and Drones","Navy","YOUNG",2.22983677698973,0.873734020321637
"267",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"Aircraft and Drones","Navy","YOUNG",0.142289632815778,0.822972188356222
"268",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"Aircraft and Drones","Navy","YOUNG",3.8805869943034,2.08423780136964
"269",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"Aircraft and Drones","Navy","YOUNG",1.44331174176458,1.82206278962792
"270",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"Aircraft and Drones","Navy","YOUNG",2.0872006125577,2.47036644954189
"271",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"Aircraft and Drones","Navy","YOUNG",0.497338657910197,1.34261700407749
"272",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"Aircraft and Drones","Navy","YOUNG",0.0763184079521611,0.886952559473353
"273",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"Aircraft and Drones","Navy","YOUNG",0.0968091430864457,0.223488736316268
"274",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"Aircraft and Drones","Navy","YOUNG",0.237220092519933,0.136782547852847
"275",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"Aircraft and Drones","Navy","YOUNG",0.731248804374738,0.355092679993705
"276",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"Aircraft and Drones","Navy","YOUNG",0.158217134053714,0.375562010316128
"277",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"Aircraft and Drones","Navy","YOUNG",0.134684341481326,0.341383426636592
"278",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"Aircraft and Drones","Navy","YOUNG",0.871421811026018,0.388107762187019
"279",2011-10-01,2011-12-31,"Q1",2012-09-30,5.0027397260274,"Aircraft and Drones","Navy","YOUNG",0.099484440871177,0.36853019779284
"280",2011-11-01,2011-12-31,"Q1",2012-09-30,5.08767123287671,"Aircraft and Drones","Navy","YOUNG",1.89053965347544,0.953815301790878
"281",2011-12-01,2011-12-31,"Q1",2012-09-30,5.16986301369863,"Aircraft and Drones","Navy","YOUNG",0.691288538698383,0.893770877681667
"282",2012-01-01,2012-03-31,"Q2",2012-09-30,5.25479452054795,"Aircraft and Drones","Navy","YOUNG",1.65911055726496,1.41364624981293
"283",2012-02-01,2012-03-31,"Q2",2012-09-30,5.33972602739726,"Aircraft and Drones","Navy","YOUNG",0.221544860838225,0.857314652267188
"284",2012-03-01,2012-03-31,"Q2",2012-09-30,5.41917808219178,"Aircraft and Drones","Navy","YOUNG",0.212587581567295,0.697747666556826
"285",2012-04-01,2012-06-30,"Q3",2012-09-30,5.5041095890411,"Aircraft and Drones","Navy","YOUNG",0.126632183297292,0.186921541900937
"286",2012-05-01,2012-06-30,"Q3",2012-09-30,5.58630136986301,"Aircraft and Drones","Navy","YOUNG",0.60752558922871,0.315581784697765
"287",2012-06-01,2012-06-30,"Q3",2012-09-30,5.67123287671233,"Aircraft and Drones","Navy","YOUNG",0.163004479909381,0.299054084145128
"288",2012-07-01,2012-09-30,"Q4",2012-09-30,5.75342465753425,"Aircraft and Drones","Navy","YOUNG",0.180043407393677,0.316857825510589
"289",2012-08-01,2012-09-30,"Q4",2012-09-30,5.83835616438356,"Aircraft and Drones","Navy","YOUNG",0.0314962806199156,0.124848055974325
"290",2012-09-01,2012-09-30,"Q4",2012-09-30,5.92328767123288,"Aircraft and Drones","Navy","YOUNG",2.12270629884667,0.778081995620087
"291",2012-10-01,2012-12-31,"Q1",2013-09-30,6.00547945205479,"Aircraft and Drones","Navy","YOUNG",0.190896558312379,0.781699712592988
"292",2012-11-01,2012-12-31,"Q1",2013-09-30,6.09041095890411,"Aircraft and Drones","Navy","YOUNG",1.67819444614634,1.3305991011018
"293",2012-12-01,2012-12-31,"Q1",2013-09-30,6.17260273972603,"Aircraft and Drones","Navy","YOUNG",0.398239034017264,0.755776679491994
"294",2013-01-01,2013-03-31,"Q2",2013-09-30,6.25753424657534,"Aircraft and Drones","Navy","YOUNG",0.0226880171625876,0.699707165775397
"295",2013-02-01,2013-03-31,"Q2",2013-09-30,6.34246575342466,"Aircraft and Drones","Navy","YOUNG",0.0145868783296435,0.145171309836498
"296",2013-03-01,2013-03-31,"Q2",2013-09-30,6.41917808219178,"Aircraft and Drones","Navy","YOUNG",0.0553999862400731,0.0308916272441014
"297",2013-04-01,2013-06-30,"Q3",2013-09-30,6.5041095890411,"Aircraft and Drones","Navy","YOUNG",0.0712720678391388,0.0470863108029518
"298",2013-05-01,2013-06-30,"Q3",2013-09-30,6.58630136986301,"Aircraft and Drones","Navy","YOUNG",0.336998847325581,0.154556967134931
"299",2013-06-01,2013-06-30,"Q3",2013-09-30,6.67123287671233,"Aircraft and Drones","Navy","YOUNG",0.0618030374125114,0.156691317525744
"300",2013-07-01,2013-09-30,"Q4",2013-09-30,6.75342465753425,"Aircraft and Drones","Navy","YOUNG",0.00857561582593683,0.13579250018801
"301",2013-08-01,2013-09-30,"Q4",2013-09-30,6.83835616438356,"Aircraft and Drones","Navy","YOUNG",0.034299414096273,0.0348926891115737
"302",2013-09-01,2013-09-30,"Q4",2013-09-30,6.92328767123288,"Aircraft and Drones","Navy","YOUNG",0.0433856014462273,0.028753543789479
"303",2013-10-01,2013-12-31,"Q1",2014-09-30,7.00547945205479,"Aircraft and Drones","Navy","YOUNG",0.130420221,0.0693684121808334
"304",2013-11-01,2013-12-31,"Q1",2014-09-30,7.09041095890411,"Aircraft and Drones","Navy","YOUNG",0.0257918626955,0.0665325617139091
"305",2013-12-01,2013-12-31,"Q1",2014-09-30,7.17260273972603,"Aircraft and Drones","Navy","YOUNG",0.01232509554,0.0561790597451667
"306",2014-01-01,2014-03-31,"Q2",2014-09-30,7.25753424657534,"Aircraft and Drones","Navy","YOUNG",0.0414159119376,0.0265109567243667
"307",2014-02-01,2014-03-31,"Q2",2014-09-30,7.34246575342466,"Aircraft and Drones","Navy","YOUNG",0.0546602301084,0.036133745862
"308",2014-03-01,2014-03-31,"Q2",2014-09-30,7.41917808219178,"Aircraft and Drones","Navy","YOUNG",0.1941156452832,0.0967305957764
"309",2014-04-01,2014-06-30,"Q3",2014-09-30,7.5041095890411,"Aircraft and Drones","Navy","YOUNG",0.0159037491978,0.0882265415298
"310",2014-05-01,2014-06-30,"Q3",2014-09-30,7.58630136986301,"Aircraft and Drones","Navy","YOUNG",0.0211496929494,0.0770563624768
"311",2014-06-01,2014-06-30,"Q3",2014-09-30,7.67123287671233,"Aircraft and Drones","Navy","YOUNG",0.0130778007,0.0167104142824
"312",2014-07-01,2014-09-30,"Q4",2014-09-30,7.75342465753425,"Aircraft and Drones","Navy","YOUNG",0.0121795502063,0.0154690146185667
"313",2014-08-01,2014-09-30,"Q4",2014-09-30,7.83835616438356,"Aircraft and Drones","Navy","YOUNG",-0.0012561342701,0.0080004055454
"314",2014-09-01,2014-09-30,"Q4",2014-09-30,7.92328767123288,"Aircraft and Drones","Navy","YOUNG",0.0114038564975,0.00744242414456667
"315",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"Aircraft and Drones","Navy","CARTER
pre-BBP",0.0182750369993505,NA
"316",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"Aircraft and Drones","Navy","CARTER
pre-BBP",0.396682688752977,NA
"317",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"Aircraft and Drones","Navy","CARTER
pre-BBP",0.421582515425417,0.278846747059248
"318",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"Aircraft and Drones","Navy","CARTER
pre-BBP",0.304364158313488,0.374209787497294
"319",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"Aircraft and Drones","Navy","CARTER
pre-BBP",0.163344901190734,0.296430524976546
"320",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"Aircraft and Drones","Navy","CARTER
pre-BBP",0.625904976953886,0.364538012152703
"321",2009-10-01,2009-12-31,"Q1",2010-09-22,1,"Aircraft and Drones","Navy","CARTER
pre-BBP",0.378648845143346,0.389299574429322
"322",2009-11-01,2009-12-31,"Q1",2010-09-22,1.08493150684932,"Aircraft and Drones","Navy","CARTER
pre-BBP",0.615232870079161,0.539928897392131
"323",2009-12-01,2009-12-31,"Q1",2010-09-22,1.16712328767123,"Aircraft and Drones","Navy","CARTER
pre-BBP",0.675452913810441,0.556444876344316
"324",2010-01-01,2010-03-31,"Q2",2010-09-22,1.25205479452055,"Aircraft and Drones","Navy","CARTER
pre-BBP",0.22108833245614,0.503924705448581
"325",2010-02-01,2010-03-31,"Q2",2010-09-22,1.33698630136986,"Aircraft and Drones","Navy","CARTER
pre-BBP",0.343479279942234,0.413340175402938
"326",2010-03-01,2010-03-31,"Q2",2010-09-22,1.41369863013699,"Aircraft and Drones","Navy","CARTER
pre-BBP",0.789488839569962,0.451352150656112
"327",2010-04-01,2010-06-30,"Q3",2010-09-22,1.4986301369863,"Aircraft and Drones","Navy","CARTER
pre-BBP",0.402260527096705,0.511742882202967
"328",2010-05-01,2010-06-30,"Q3",2010-09-22,1.58082191780822,"Aircraft and Drones","Navy","CARTER
pre-BBP",0.362982813500214,0.518244060055627
"329",2010-06-01,2010-06-30,"Q3",2010-09-22,1.66575342465753,"Aircraft and Drones","Navy","CARTER
pre-BBP",0.86121059144202,0.542151310679646
