"","Fiscal.Year","SinceFirstFiscalYear","Pricing.Mechanism.sum","SubCustomer.component","USDATL","Obligation.2014"
"1822",2011-09-30,2.33698630136986,"Time/Mat.","Air Force","CARTER",0.0851044356063785
"1823",2011-09-30,2.33698630136986,"Time/Mat.","DLA","CARTER",0.036746874517415
"1824",2011-09-30,2.33698630136986,"Time/Mat.","MDA","CARTER",0.00103068401174989
"1825",2011-09-30,2.33698630136986,"Time/Mat.","Additional DoD Components","CARTER",0.031012310396559
"1826",2011-09-30,2.33698630136986,"Unlabeled","Army","CARTER",0
"1827",2011-09-30,2.33698630136986,"Unlabeled","Navy","CARTER",0
"1828",2011-09-30,2.33698630136986,"Unlabeled","Air Force","CARTER",0
"1829",2011-09-30,2.33698630136986,"Unlabeled","DLA","CARTER",0
"1830",2011-09-30,2.33698630136986,"Unlabeled","MDA","CARTER",0
"1831",2011-09-30,2.33698630136986,"Unlabeled","Additional DoD Components","CARTER",0
"1832",2011-09-30,2.41369863013699,"Combination","Army","CARTER",0.113754464855225
"1833",2011-09-30,2.41369863013699,"Combination","Navy","CARTER",0.0327161227129668
"1834",2011-09-30,2.41369863013699,"Combination","Air Force","CARTER",0.000666594397817877
"1835",2011-09-30,2.41369863013699,"Combination","Additional DoD Components","CARTER",0.0413619140369282
"1836",2011-09-30,2.41369863013699,"Cost+","Army","CARTER",1.63767536850608
"1837",2011-09-30,2.41369863013699,"Cost+","Navy","CARTER",1.7866664103441
"1838",2011-09-30,2.41369863013699,"Cost+","Air Force","CARTER",1.20063406257868
"1839",2011-09-30,2.41369863013699,"Cost+","DLA","CARTER",0.0480066177087705
"1840",2011-09-30,2.41369863013699,"Cost+","MDA","CARTER",0.261234140851867
"1841",2011-09-30,2.41369863013699,"Cost+","MilitaryHealth","CARTER",0.241040629542593
"1842",2011-09-30,2.41369863013699,"Cost+","Additional DoD Components","CARTER",0.322604238082249
"1843",2011-09-30,2.41369863013699,"Fixed","Army","CARTER",6.83634173339278
"1844",2011-09-30,2.41369863013699,"Fixed","Navy","CARTER",3.41864876247377
"1845",2011-09-30,2.41369863013699,"Fixed","Air Force","CARTER",3.0427615438418
"1846",2011-09-30,2.41369863013699,"Fixed","DLA","CARTER",2.52731818560638
"1847",2011-09-30,2.41369863013699,"Fixed","MDA","CARTER",0.0284661940201427
"1848",2011-09-30,2.41369863013699,"Fixed","MilitaryHealth","CARTER",0.0742088260071339
"1849",2011-09-30,2.41369863013699,"Fixed","Additional DoD Components","CARTER",0.813443712903903
"1850",2011-09-30,2.41369863013699,"Time/Mat.","Army","CARTER",0.422041634127151
"1851",2011-09-30,2.41369863013699,"Time/Mat.","Navy","CARTER",0.0690068521506504
"1852",2011-09-30,2.41369863013699,"Time/Mat.","Air Force","CARTER",0.0866022463176668
"1853",2011-09-30,2.41369863013699,"Time/Mat.","DLA","CARTER",0.0283438770877046
"1854",2011-09-30,2.41369863013699,"Time/Mat.","MDA","CARTER",0.00186042138061267
"1855",2011-09-30,2.41369863013699,"Time/Mat.","Additional DoD Components","CARTER",0.0452479227129668
"1856",2011-09-30,2.41369863013699,"Unlabeled","Army","CARTER",0
"1857",2011-09-30,2.41369863013699,"Unlabeled","Navy","CARTER",0
"1858",2011-09-30,2.41369863013699,"Unlabeled","Air Force","CARTER",0
"1859",2011-09-30,2.41369863013699,"Unlabeled","DLA","CARTER",0
"1860",2011-09-30,2.41369863013699,"Unlabeled","MDA","CARTER",0
"1861",2011-09-30,2.41369863013699,"Unlabeled","Additional DoD Components","CARTER",-2.35749055812002e-06
"1862",2011-09-30,2.4986301369863,"Combination","Army","CARTER",-0.0281992975451112
"1863",2011-09-30,2.4986301369863,"Combination","Navy","CARTER",0.0329149937473773
"1864",2011-09-30,2.4986301369863,"Combination","Air Force","CARTER",0.0365466172786404
"1865",2011-09-30,2.4986301369863,"Combination","Additional DoD Components","CARTER",0.0181410974402014
"1866",2011-09-30,2.4986301369863,"Cost+","Army","CARTER",1.56286420922157
"1867",2011-09-30,2.4986301369863,"Cost+","Navy","CARTER",1.25607797388796
"1868",2011-09-30,2.4986301369863,"Cost+","Air Force","CARTER",1.24315217014268
"1869",2011-09-30,2.4986301369863,"Cost+","DLA","CARTER",0.00520723945656735
"1870",2011-09-30,2.4986301369863,"Cost+","MDA","CARTER",0.112460265065044
"1871",2011-09-30,2.4986301369863,"Cost+","MilitaryHealth","CARTER",0.00207037565044062
"1872",2011-09-30,2.4986301369863,"Cost+","Additional DoD Components","CARTER",0.154091028503987
"1873",2011-09-30,2.4986301369863,"Fixed","Army","CARTER",5.07548388285774
"1874",2011-09-30,2.4986301369863,"Fixed","Navy","CARTER",2.15135000698699
"1875",2011-09-30,2.4986301369863,"Fixed","Air Force","CARTER",1.67738511910407
"1876",2011-09-30,2.4986301369863,"Fixed","DLA","CARTER",2.59594111610365
"1877",2011-09-30,2.4986301369863,"Fixed","MDA","CARTER",0.00229594326479228
"1878",2011-09-30,2.4986301369863,"Fixed","MilitaryHealth","CARTER",0.00491559668485103
"1879",2011-09-30,2.4986301369863,"Fixed","Additional DoD Components","CARTER",0.659398097828368
"1880",2011-09-30,2.4986301369863,"Time/Mat.","Army","CARTER",0.492706078105329
"1881",2011-09-30,2.4986301369863,"Time/Mat.","Navy","CARTER",0.0498426261540076
"1882",2011-09-30,2.4986301369863,"Time/Mat.","Air Force","CARTER",0.132342613942509
"1883",2011-09-30,2.4986301369863,"Time/Mat.","DLA","CARTER",0.0306176730172052
"1884",2011-09-30,2.4986301369863,"Time/Mat.","MDA","CARTER",0.00049832144355854
"1885",2011-09-30,2.4986301369863,"Time/Mat.","Additional DoD Components","CARTER",0.165805536288292
"1886",2011-09-30,2.4986301369863,"Unlabeled","Army","CARTER",0
"1887",2011-09-30,2.4986301369863,"Unlabeled","Navy","CARTER",0
"1888",2011-09-30,2.4986301369863,"Unlabeled","Air Force","CARTER",0
"1889",2011-09-30,2.4986301369863,"Unlabeled","MDA","CARTER",0
"1890",2011-09-30,2.4986301369863,"Unlabeled","Additional DoD Components","CARTER",-1.72576898866974e-05
"1891",2011-09-30,2.58082191780822,"Combination","Army","CARTER",0.0391666281368023
"1892",2011-09-30,2.58082191780822,"Combination","Navy","CARTER",0.0621836007133865
"1893",2011-09-30,2.58082191780822,"Combination","Air Force","CARTER",0.00165546972303819
"1894",2011-09-30,2.58082191780822,"Combination","Additional DoD Components","CARTER",0.0271969120541334
"1895",2011-09-30,2.58082191780822,"Cost+","Army","CARTER",1.42806160110155
"1896",2011-09-30,2.58082191780822,"Cost+","Navy","CARTER",2.24344747331095
"1897",2011-09-30,2.58082191780822,"Cost+","Air Force","CARTER",0.793878297471674
"1898",2011-09-30,2.58082191780822,"Cost+","DLA","CARTER",0.000736358392782207
"1899",2011-09-30,2.58082191780822,"Cost+","MDA","CARTER",0.248350648342425
"1900",2011-09-30,2.58082191780822,"Cost+","MilitaryHealth","CARTER",0.477631163187159
"1901",2011-09-30,2.58082191780822,"Cost+","Additional DoD Components","CARTER",0.245139011508603
"1902",2011-09-30,2.58082191780822,"Fixed","Army","CARTER",5.87435445415443
"1903",2011-09-30,2.58082191780822,"Fixed","Navy","CARTER",2.77271257135963
"1904",2011-09-30,2.58082191780822,"Fixed","Air Force","CARTER",2.33550001435166
"1905",2011-09-30,2.58082191780822,"Fixed","DLA","CARTER",2.70882731028116
"1906",2011-09-30,2.58082191780822,"Fixed","MDA","CARTER",0.00544925377675199
"1907",2011-09-30,2.58082191780822,"Fixed","MilitaryHealth","CARTER",0.0133966208665548
"1908",2011-09-30,2.58082191780822,"Fixed","Additional DoD Components","CARTER",0.757426810984054
"1909",2011-09-30,2.58082191780822,"Time/Mat.","Army","CARTER",0.293917283539656
"1910",2011-09-30,2.58082191780822,"Time/Mat.","Navy","CARTER",0.0351033902538817
"1911",2011-09-30,2.58082191780822,"Time/Mat.","Air Force","CARTER",0.0691058711288292
"1912",2011-09-30,2.58082191780822,"Time/Mat.","DLA","CARTER",0.0282519295111204
"1913",2011-09-30,2.58082191780822,"Time/Mat.","MDA","CARTER",0.0013473300461603
"1914",2011-09-30,2.58082191780822,"Time/Mat.","Additional DoD Components","CARTER",0.0312848850818296
"1915",2011-09-30,2.58082191780822,"Unlabeled","Army","CARTER",0
"1916",2011-09-30,2.58082191780822,"Unlabeled","Navy","CARTER",0
"1917",2011-09-30,2.58082191780822,"Unlabeled","Air Force","CARTER",0
"1918",2011-09-30,2.58082191780822,"Unlabeled","DLA","CARTER",0
"1919",2011-09-30,2.58082191780822,"Unlabeled","MDA","CARTER",0
"1920",2011-09-30,2.58082191780822,"Unlabeled","Additional DoD Components","CARTER",0
"1921",2011-09-30,2.66575342465753,"Combination","Army","CARTER",0.107100115159463
"1922",2011-09-30,2.66575342465753,"Combination","Navy","CARTER",0.250758682480067
"1923",2011-09-30,2.66575342465753,"Combination","Air Force","CARTER",0.00654354553084347
"1924",2011-09-30,2.66575342465753,"Combination","Additional DoD Components","CARTER",0.0290069870751154
"1925",2011-09-30,2.66575342465753,"Cost+","Army","CARTER",2.7714934319765
"1926",2011-09-30,2.66575342465753,"Cost+","Navy","CARTER",2.35128653859631
"1927",2011-09-30,2.66575342465753,"Cost+","Air Force","CARTER",1.72937999910827
"1928",2011-09-30,2.66575342465753,"Cost+","DLA","CARTER",0.00740663029794377
"1929",2011-09-30,2.66575342465753,"Cost+","MDA","CARTER",0.250462166019723
"1930",2011-09-30,2.66575342465753,"Cost+","MilitaryHealth","CARTER",0.00229573346621905
"1931",2011-09-30,2.66575342465753,"Cost+","Additional DoD Components","CARTER",0.435741221485522
"1932",2011-09-30,2.66575342465753,"Fixed","Army","CARTER",7.00303560335711
"1933",2011-09-30,2.66575342465753,"Fixed","Navy","CARTER",4.62097829406211
"1934",2011-09-30,2.66575342465753,"Fixed","Air Force","CARTER",2.23461590694503
"1935",2011-09-30,2.66575342465753,"Fixed","DLA","CARTER",3.22275975303189
"1936",2011-09-30,2.66575342465753,"Fixed","MDA","CARTER",0.0230001127885019
"1937",2011-09-30,2.66575342465753,"Fixed","MilitaryHealth","CARTER",0.0972744039655896
"1938",2011-09-30,2.66575342465753,"Fixed","Additional DoD Components","CARTER",1.06233309549937
"1939",2011-09-30,2.66575342465753,"Time/Mat.","Army","CARTER",0.811636892719261
"1940",2011-09-30,2.66575342465753,"Time/Mat.","Navy","CARTER",0.0391785998531263
"1941",2011-09-30,2.66575342465753,"Time/Mat.","Air Force","CARTER",0.112023898804029
"1942",2011-09-30,2.66575342465753,"Time/Mat.","DLA","CARTER",0.0369010346202266
"1943",2011-09-30,2.66575342465753,"Time/Mat.","MDA","CARTER",0.00209500467897608
"1944",2011-09-30,2.66575342465753,"Time/Mat.","Additional DoD Components","CARTER",0.168486448877465
"1945",2011-09-30,2.66575342465753,"Unlabeled","Army","CARTER",0
"1946",2011-09-30,2.66575342465753,"Unlabeled","Navy","CARTER",0
"1947",2011-09-30,2.66575342465753,"Unlabeled","Air Force","CARTER",0
"1948",2011-09-30,2.66575342465753,"Unlabeled","DLA","CARTER",0
"1949",2011-09-30,2.66575342465753,"Unlabeled","MDA","CARTER",0
"1950",2011-09-30,2.66575342465753,"Unlabeled","Additional DoD Components","CARTER",-1.69546055392363e-05
"1951",2011-09-30,2.74794520547945,"Combination","Army","CARTER",0.0514364364771297
"1952",2011-09-30,2.74794520547945,"Combination","Navy","CARTER",0.0141049955518254
"1953",2011-09-30,2.74794520547945,"Combination","Air Force","CARTER",0.00910953216533781
"1954",2011-09-30,2.74794520547945,"Combination","Additional DoD Components","CARTER",0.065659701405791
"1955",2011-09-30,2.74794520547945,"Cost+","Army","CARTER",1.85602509690516
"1956",2011-09-30,2.74794520547945,"Cost+","Navy","CARTER",1.61532856997482
"1957",2011-09-30,2.74794520547945,"Cost+","Air Force","CARTER",0.984806984934956
"1958",2011-09-30,2.74794520547945,"Cost+","DLA","CARTER",-0.0239459387221989
"1959",2011-09-30,2.74794520547945,"Cost+","MDA","CARTER",0.289921931378514
"1960",2011-09-30,2.74794520547945,"Cost+","MilitaryHealth","CARTER",0.143938104070499
"1961",2011-09-30,2.74794520547945,"Cost+","Additional DoD Components","CARTER",0.326562327696181
"1962",2011-09-30,2.74794520547945,"Fixed","Army","CARTER",7.42689580449014
"1963",2011-09-30,2.74794520547945,"Fixed","Navy","CARTER",4.56256123152539
"1964",2011-09-30,2.74794520547945,"Fixed","Air Force","CARTER",2.06283259191146
"1965",2011-09-30,2.74794520547945,"Fixed","DLA","CARTER",4.46779701637642
"1966",2011-09-30,2.74794520547945,"Fixed","MDA","CARTER",0.00938469481745699
"1967",2011-09-30,2.74794520547945,"Fixed","MilitaryHealth","CARTER",0.00069884513218632
"1968",2011-09-30,2.74794520547945,"Fixed","Additional DoD Components","CARTER",0.901527078199748
"1969",2011-09-30,2.74794520547945,"Time/Mat.","Army","CARTER",0.488157818338229
"1970",2011-09-30,2.74794520547945,"Time/Mat.","Navy","CARTER",0.0803257380822493
"1971",2011-09-30,2.74794520547945,"Time/Mat.","Air Force","CARTER",0.12796485644146
"1972",2011-09-30,2.74794520547945,"Time/Mat.","DLA","CARTER",0.035625571684851
"1973",2011-09-30,2.74794520547945,"Time/Mat.","MDA","CARTER",0.00164206066932438
"1974",2011-09-30,2.74794520547945,"Time/Mat.","Additional DoD Components","CARTER",0.0564544068506085
"1975",2011-09-30,2.74794520547945,"Unlabeled","Army","CARTER",0
"1976",2011-09-30,2.74794520547945,"Unlabeled","Navy","CARTER",0
"1977",2011-09-30,2.74794520547945,"Unlabeled","Air Force","CARTER",0
"1978",2011-09-30,2.74794520547945,"Unlabeled","DLA","CARTER",0
"1979",2011-09-30,2.74794520547945,"Unlabeled","MDA","CARTER",0
"1980",2011-09-30,2.74794520547945,"Unlabeled","MilitaryHealth","CARTER",0
"1981",2011-09-30,2.74794520547945,"Unlabeled","Additional DoD Components","CARTER",0
"1982",2011-09-30,2.83287671232877,"Combination","Army","CARTER",0.234576850199329
"1983",2011-09-30,2.83287671232877,"Combination","Navy","CARTER",0.0475995307385648
"1984",2011-09-30,2.83287671232877,"Combination","Air Force","CARTER",0.00758943434746118
"1985",2011-09-30,2.83287671232877,"Combination","Additional DoD Components","CARTER",0.0214032576689047
"1986",2011-09-30,2.83287671232877,"Cost+","Army","CARTER",1.54580292284935
"1987",2011-09-30,2.83287671232877,"Cost+","Navy","CARTER",1.83777962926983
"1988",2011-09-30,2.83287671232877,"Cost+","Air Force","CARTER",1.43510123508183
"1989",2011-09-30,2.83287671232877,"Cost+","DLA","CARTER",0.007273298583718
"1990",2011-09-30,2.83287671232877,"Cost+","MDA","CARTER",0.188411731242132
"1991",2011-09-30,2.83287671232877,"Cost+","MilitaryHealth","CARTER",0.266526211970206
"1992",2011-09-30,2.83287671232877,"Cost+","Additional DoD Components","CARTER",0.864869264718842
"1993",2011-09-30,2.83287671232877,"Fixed","Army","CARTER",7.12676254862568
"1994",2011-09-30,2.83287671232877,"Fixed","Navy","CARTER",3.90263283780948
"1995",2011-09-30,2.83287671232877,"Fixed","Air Force","CARTER",3.53651711145615
"1996",2011-09-30,2.83287671232877,"Fixed","DLA","CARTER",2.77103422493705
"1997",2011-09-30,2.83287671232877,"Fixed","MDA","CARTER",0.0114513727549308
"1998",2011-09-30,2.83287671232877,"Fixed","MilitaryHealth","CARTER",0.0782746048468317
"1999",2011-09-30,2.83287671232877,"Fixed","Additional DoD Components","CARTER",1.75315172141733
"2000",2011-09-30,2.83287671232877,"Time/Mat.","Army","CARTER",0.45230772392992
"2001",2011-09-30,2.83287671232877,"Time/Mat.","Navy","CARTER",0.0451150121065883
"2002",2011-09-30,2.83287671232877,"Time/Mat.","Air Force","CARTER",0.114627052119177
"2003",2011-09-30,2.83287671232877,"Time/Mat.","DLA","CARTER",0.0624243842005875
"2004",2011-09-30,2.83287671232877,"Time/Mat.","MDA","CARTER",0.00148682504196391
"2005",2011-09-30,2.83287671232877,"Time/Mat.","Additional DoD Components","CARTER",0.0336217727654217
"2006",2011-09-30,2.83287671232877,"Unlabeled","Army","CARTER",0
"2007",2011-09-30,2.83287671232877,"Unlabeled","Navy","CARTER",0
"2008",2011-09-30,2.83287671232877,"Unlabeled","Air Force","CARTER",0
"2009",2011-09-30,2.83287671232877,"Unlabeled","DLA","CARTER",0
"2010",2011-09-30,2.83287671232877,"Unlabeled","MDA","CARTER",0
"2011",2011-09-30,2.83287671232877,"Unlabeled","Additional DoD Components","CARTER",-4.93932018464121e-06
"2012",2011-09-30,2.91780821917808,"Combination","Army","CARTER",0.137934334473353
"2013",2011-09-30,2.91780821917808,"Combination","Navy","CARTER",0.0377116924884599
"2014",2011-09-30,2.91780821917808,"Combination","Air Force","CARTER",0.00680792921737306
"2015",2011-09-30,2.91780821917808,"Combination","Additional DoD Components","CARTER",0.0935723549727234
"2016",2011-09-30,2.91780821917808,"Cost+","Army","CARTER",4.91579224466009
"2017",2011-09-30,2.91780821917808,"Cost+","Navy","CARTER",3.59047615119597
"2018",2011-09-30,2.91780821917808,"Cost+","Air Force","CARTER",2.1686457355854
"2019",2011-09-30,2.91780821917808,"Cost+","DLA","CARTER",0.00954559253042384
"2020",2011-09-30,2.91780821917808,"Cost+","MDA","CARTER",0.195612954710449
"2021",2011-09-30,2.91780821917808,"Cost+","MilitaryHealth","CARTER",0.0891396491817037
"2022",2011-09-30,2.91780821917808,"Cost+","Additional DoD Components","CARTER",1.00599821027067
"2023",2011-09-30,2.91780821917808,"Fixed","Army","CARTER",18.0651543852077
"2024",2011-09-30,2.91780821917808,"Fixed","Navy","CARTER",11.401355355277
"2025",2011-09-30,2.91780821917808,"Fixed","Air Force","CARTER",5.60969825157365
"2026",2011-09-30,2.91780821917808,"Fixed","DLA","CARTER",6.02034169085187
"2027",2011-09-30,2.91780821917808,"Fixed","MDA","CARTER",0.00409658554343265
"2028",2011-09-30,2.91780821917808,"Fixed","MilitaryHealth","CARTER",0.00581543223877465
"2029",2011-09-30,2.91780821917808,"Fixed","Additional DoD Components","CARTER",2.83149611356483
"2030",2011-09-30,2.91780821917808,"Time/Mat.","Army","CARTER",0.899873021590432
"2031",2011-09-30,2.91780821917808,"Time/Mat.","Navy","CARTER",0.086346693401175
"2032",2011-09-30,2.91780821917808,"Time/Mat.","Air Force","CARTER",0.218973883791439
"2033",2011-09-30,2.91780821917808,"Time/Mat.","DLA","CARTER",0.0746726869282417
"2034",2011-09-30,2.91780821917808,"Time/Mat.","MDA","CARTER",0.000644005077633235
"2035",2011-09-30,2.91780821917808,"Time/Mat.","Additional DoD Components","CARTER",0.085267904238355
"2036",2011-09-30,2.91780821917808,"Unlabeled","Army","CARTER",-1.86980696600923e-07
"2037",2011-09-30,2.91780821917808,"Unlabeled","Navy","CARTER",-1.31640788921527e-05
"2038",2011-09-30,2.91780821917808,"Unlabeled","Air Force","CARTER",0
"2039",2011-09-30,2.91780821917808,"Unlabeled","DLA","CARTER",0
"2040",2011-09-30,2.91780821917808,"Unlabeled","MDA","CARTER",0
"2041",2011-09-30,2.91780821917808,"Unlabeled","Additional DoD Components","CARTER",-4.40020981955518e-05
"2042",2011-09-30,4.0027397260274,"Combination","Army","YOUNG",0.115800581934536
"2043",2011-09-30,4.0027397260274,"Combination","Navy","YOUNG",0.0978829364351658
"2044",2011-09-30,4.0027397260274,"Combination","Air Force","YOUNG",0.0809368529060008
"2045",2011-09-30,4.0027397260274,"Combination","Additional DoD Components","YOUNG",0.0347197544062107
"2046",2011-09-30,4.0027397260274,"Cost+","Army","YOUNG",0.100119304469157
"2047",2011-09-30,4.0027397260274,"Cost+","Navy","YOUNG",0.514095270793118
"2048",2011-09-30,4.0027397260274,"Cost+","Air Force","YOUNG",0.428817169702056
"2049",2011-09-30,4.0027397260274,"Cost+","MDA","YOUNG",0.0667703392887117
"2050",2011-09-30,4.0027397260274,"Cost+","Additional DoD Components","YOUNG",-0.0065804752832564
"2051",2011-09-30,4.0027397260274,"Fixed","Army","YOUNG",0.340932624402014
"2052",2011-09-30,4.0027397260274,"Fixed","Navy","YOUNG",0.538077711256819
"2053",2011-09-30,4.0027397260274,"Fixed","Air Force","YOUNG",0.431713799108267
"2054",2011-09-30,4.0027397260274,"Fixed","DLA","YOUNG",0.0531735674255141
"2055",2011-09-30,4.0027397260274,"Fixed","MDA","YOUNG",0.00180586057490558
"2056",2011-09-30,4.0027397260274,"Fixed","MilitaryHealth","YOUNG",0.313336114750315
"2057",2011-09-30,4.0027397260274,"Fixed","Additional DoD Components","YOUNG",0.144820828976081
"2058",2011-09-30,4.0027397260274,"Time/Mat.","Army","YOUNG",0.0261815243810323
"2059",2011-09-30,4.0027397260274,"Time/Mat.","Navy","YOUNG",0.00499905004196391
"2060",2011-09-30,4.0027397260274,"Time/Mat.","Air Force","YOUNG",0.0308693897503147
"2061",2011-09-30,4.0027397260274,"Time/Mat.","DLA","YOUNG",0.00136082427612253
"2062",2011-09-30,4.0027397260274,"Time/Mat.","MDA","YOUNG",0.00117382605958875
"2063",2011-09-30,4.0027397260274,"Time/Mat.","Additional DoD Components","YOUNG",0.0329641130822493
"2064",2011-09-30,4.0027397260274,"Unlabeled","Army","YOUNG",0
"2065",2011-09-30,4.0027397260274,"Unlabeled","Navy","YOUNG",0
"2066",2011-09-30,4.0027397260274,"Unlabeled","Air Force","YOUNG",0
"2067",2011-09-30,4.0027397260274,"Unlabeled","Additional DoD Components","YOUNG",0
"2068",2011-09-30,4.08767123287671,"Combination","Army","YOUNG",0.103059852664708
"2069",2011-09-30,4.08767123287671,"Combination","Navy","YOUNG",0.109597491439362
"2070",2011-09-30,4.08767123287671,"Combination","Air Force","YOUNG",0.00361605390264373
"2071",2011-09-30,4.08767123287671,"Combination","MDA","YOUNG",0
"2072",2011-09-30,4.08767123287671,"Combination","Additional DoD Components","YOUNG",0.0128761783676039
"2073",2011-09-30,4.08767123287671,"Cost+","Army","YOUNG",0.249818284473353
"2074",2011-09-30,4.08767123287671,"Cost+","Navy","YOUNG",4.02872735900126
"2075",2011-09-30,4.08767123287671,"Cost+","Air Force","YOUNG",0.367716797230382
"2076",2011-09-30,4.08767123287671,"Cost+","DLA","YOUNG",0.000136382710868653
"2077",2011-09-30,4.08767123287671,"Cost+","MDA","YOUNG",0.0381469628619387
"2078",2011-09-30,4.08767123287671,"Cost+","Additional DoD Components","YOUNG",0.0127346125052455
"2079",2011-09-30,4.08767123287671,"Fixed","Army","YOUNG",1.67161445518254
"2080",2011-09-30,4.08767123287671,"Fixed","Navy","YOUNG",0.277690333990768
"2081",2011-09-30,4.08767123287671,"Fixed","Air Force","YOUNG",0.058525616040705
"2082",2011-09-30,4.08767123287671,"Fixed","DLA","YOUNG",0.0656867732060428
"2083",2011-09-30,4.08767123287671,"Fixed","MDA","YOUNG",0.00161593082249266
"2084",2011-09-30,4.08767123287671,"Fixed","MilitaryHealth","YOUNG",0.155096938900546
"2085",2011-09-30,4.08767123287671,"Fixed","Additional DoD Components","YOUNG",0.0729366989194293
"2086",2011-09-30,4.08767123287671,"Time/Mat.","Army","YOUNG",0.132728603388586
"2087",2011-09-30,4.08767123287671,"Time/Mat.","Navy","YOUNG",0.000820118138900546
"2088",2011-09-30,4.08767123287671,"Time/Mat.","Air Force","YOUNG",0.187250706514897
"2089",2011-09-30,4.08767123287671,"Time/Mat.","DLA","YOUNG",0.000657968506084767
"2090",2011-09-30,4.08767123287671,"Time/Mat.","MDA","YOUNG",0.00652090606378514
"2091",2011-09-30,4.08767123287671,"Time/Mat.","Additional DoD Components","YOUNG",0.00570225837180025
"2092",2011-09-30,4.08767123287671,"Unlabeled","Army","YOUNG",0
"2093",2011-09-30,4.08767123287671,"Unlabeled","Navy","YOUNG",0
"2094",2011-09-30,4.08767123287671,"Unlabeled","Air Force","YOUNG",0
"2095",2011-09-30,4.08767123287671,"Unlabeled","Additional DoD Components","YOUNG",0
"2096",2011-09-30,4.16986301369863,"Combination","Army","YOUNG",0.124686243411666
"2097",2011-09-30,4.16986301369863,"Combination","Navy","YOUNG",0.168953100650441
"2098",2011-09-30,4.16986301369863,"Combination","Air Force","YOUNG",0.0294299295635753
"2099",2011-09-30,4.16986301369863,"Combination","Additional DoD Components","YOUNG",0.0131766894985313
"2100",2011-09-30,4.16986301369863,"Cost+","Army","YOUNG",0.361088311172891
"2101",2011-09-30,4.16986301369863,"Cost+","Navy","YOUNG",0.580658312505245
"2102",2011-09-30,4.16986301369863,"Cost+","Air Force","YOUNG",0.454491328178766
"2103",2011-09-30,4.16986301369863,"Cost+","MDA","YOUNG",0.0667527664708351
"2104",2011-09-30,4.16986301369863,"Cost+","Additional DoD Components","YOUNG",0.0130308842635334
"2105",2011-09-30,4.16986301369863,"Fixed","Army","YOUNG",0.987658524328577
"2106",2011-09-30,4.16986301369863,"Fixed","Navy","YOUNG",1.71252673851238
"2107",2011-09-30,4.16986301369863,"Fixed","Air Force","YOUNG",0.172819280161561
"2108",2011-09-30,4.16986301369863,"Fixed","DLA","YOUNG",0.0204328967687789
"2109",2011-09-30,4.16986301369863,"Fixed","MDA","YOUNG",0.0057943299517415
"2110",2011-09-30,4.16986301369863,"Fixed","MilitaryHealth","YOUNG",0.183087188323542
"2111",2011-09-30,4.16986301369863,"Fixed","Additional DoD Components","YOUNG",0.0861715293432648
"2112",2011-09-30,4.16986301369863,"Other","Navy","YOUNG",0
"2113",2011-09-30,4.16986301369863,"Time/Mat.","Army","YOUNG",0.0859350659462862
"2114",2011-09-30,4.16986301369863,"Time/Mat.","Navy","YOUNG",-0.00212624907679396
"2115",2011-09-30,4.16986301369863,"Time/Mat.","Air Force","YOUNG",0.166186179427193
"2116",2011-09-30,4.16986301369863,"Time/Mat.","DLA","YOUNG",0.000239294565673521
"2117",2011-09-30,4.16986301369863,"Time/Mat.","MDA","YOUNG",0.0163287568820814
"2118",2011-09-30,4.16986301369863,"Time/Mat.","MilitaryHealth","YOUNG",0
"2119",2011-09-30,4.16986301369863,"Time/Mat.","Additional DoD Components","YOUNG",0.00767885153168275
"2120",2011-09-30,4.16986301369863,"Unlabeled","Army","YOUNG",0
"2121",2011-09-30,4.16986301369863,"Unlabeled","Navy","YOUNG",0
"2122",2011-09-30,4.16986301369863,"Unlabeled","Air Force","YOUNG",0
"2123",2011-09-30,4.16986301369863,"Unlabeled","Additional DoD Components","YOUNG",0
"2124",2011-09-30,4.25479452054795,"Combination","Army","YOUNG",0.0702852631347042
"2125",2011-09-30,4.25479452054795,"Combination","Navy","YOUNG",2.20065987301721
"2126",2011-09-30,4.25479452054795,"Combination","Air Force","YOUNG",0.0417258248216534
"2127",2011-09-30,4.25479452054795,"Combination","Additional DoD Components","YOUNG",0.0210545474716744
"2128",2011-09-30,4.25479452054795,"Cost+","Army","YOUNG",0.647101963029794
"2129",2011-09-30,4.25479452054795,"Cost+","Navy","YOUNG",0.837833384704154
"2130",2011-09-30,4.25479452054795,"Cost+","Air Force","YOUNG",0.481436383382291
"2131",2011-09-30,4.25479452054795,"Cost+","DLA","YOUNG",0.000157364666386907
"2132",2011-09-30,4.25479452054795,"Cost+","MDA","YOUNG",0.270490158413764
"2133",2011-09-30,4.25479452054795,"Cost+","Additional DoD Components","YOUNG",0.0162548932752833
"2134",2011-09-30,4.25479452054795,"Fixed","Army","YOUNG",1.89000929950692
"2135",2011-09-30,4.25479452054795,"Fixed","Navy","YOUNG",1.77418649357952
"2136",2011-09-30,4.25479452054795,"Fixed","Air Force","YOUNG",0.227012755308435
"2137",2011-09-30,4.25479452054795,"Fixed","DLA","YOUNG",0.0229324802245069
"2138",2011-09-30,4.25479452054795,"Fixed","MDA","YOUNG",0.0107868125262274
"2139",2011-09-30,4.25479452054795,"Fixed","MilitaryHealth","YOUNG",0.168640000367184
