"","Fiscal.Year","SinceFirstFiscalYear","Pricing.Mechanism.sum","SubCustomer.component","USDATL","Obligation.2014"
"319",2008-09-30,1.58356164383562,"Time/Mat.","Navy","YOUNG",0.0794597735032538
"320",2008-09-30,1.58356164383562,"Time/Mat.","Air Force","YOUNG",0.173007109707158
"321",2008-09-30,1.58356164383562,"Time/Mat.","DLA","YOUNG",0.0136557140455531
"322",2008-09-30,1.58356164383562,"Time/Mat.","MDA","YOUNG",0.00132104121475054
"323",2008-09-30,1.58356164383562,"Time/Mat.","Additional DoD Components","YOUNG",0.0427660314967462
"324",2008-09-30,1.58356164383562,"Unlabeled","Army","YOUNG",-0.0056720462472885
"325",2008-09-30,1.58356164383562,"Unlabeled","Navy","YOUNG",0.0896694067787419
"326",2008-09-30,1.58356164383562,"Unlabeled","Air Force","YOUNG",0.00126563607375271
"327",2008-09-30,1.58356164383562,"Unlabeled","Additional DoD Components","YOUNG",-0.000118094934924078
"328",2008-09-30,1.66849315068493,"Combination","Army","YOUNG",0.511348031203904
"329",2008-09-30,1.66849315068493,"Combination","Navy","YOUNG",0.229844549295011
"330",2008-09-30,1.66849315068493,"Combination","Air Force","YOUNG",0.0527569518655098
"331",2008-09-30,1.66849315068493,"Combination","DLA","YOUNG",0.0400645824295011
"332",2008-09-30,1.66849315068493,"Combination","MDA","YOUNG",0.0109969696312364
"333",2008-09-30,1.66849315068493,"Combination","Additional DoD Components","YOUNG",0.124369991681128
"334",2008-09-30,1.66849315068493,"Cost+","Army","YOUNG",0.474815496138829
"335",2008-09-30,1.66849315068493,"Cost+","Navy","YOUNG",0.605498445726681
"336",2008-09-30,1.66849315068493,"Cost+","Air Force","YOUNG",0.485548859642082
"337",2008-09-30,1.66849315068493,"Cost+","DLA","YOUNG",0.00125221800433839
"338",2008-09-30,1.66849315068493,"Cost+","MDA","YOUNG",0.0490357776572668
"339",2008-09-30,1.66849315068493,"Cost+","MilitaryHealth","YOUNG",-0.000194027754880694
"340",2008-09-30,1.66849315068493,"Cost+","Additional DoD Components","YOUNG",0.179189524685466
"341",2008-09-30,1.66849315068493,"Fixed","Army","YOUNG",5.73233253792842
"342",2008-09-30,1.66849315068493,"Fixed","Navy","YOUNG",2.18002214624729
"343",2008-09-30,1.66849315068493,"Fixed","Air Force","YOUNG",1.52711986181128
"344",2008-09-30,1.66849315068493,"Fixed","DLA","YOUNG",3.6138844424295
"345",2008-09-30,1.66849315068493,"Fixed","MDA","YOUNG",0.00244194156182213
"346",2008-09-30,1.66849315068493,"Fixed","MilitaryHealth","YOUNG",4.79212039045553e-05
"347",2008-09-30,1.66849315068493,"Fixed","Additional DoD Components","YOUNG",0.700862235845987
"348",2008-09-30,1.66849315068493,"Time/Mat.","Army","YOUNG",0.564273740574837
"349",2008-09-30,1.66849315068493,"Time/Mat.","Navy","YOUNG",0.0653135552169197
"350",2008-09-30,1.66849315068493,"Time/Mat.","Air Force","YOUNG",0.250196441258135
"351",2008-09-30,1.66849315068493,"Time/Mat.","DLA","YOUNG",0.00613111868763557
"352",2008-09-30,1.66849315068493,"Time/Mat.","MDA","YOUNG",0.000198125813449024
"353",2008-09-30,1.66849315068493,"Time/Mat.","Additional DoD Components","YOUNG",0.0343334720932755
"354",2008-09-30,1.66849315068493,"Unlabeled","Army","YOUNG",-0.00702201644251627
"355",2008-09-30,1.66849315068493,"Unlabeled","Navy","YOUNG",0.0156677065726681
"356",2008-09-30,1.66849315068493,"Unlabeled","Air Force","YOUNG",-0.000338502928416486
"357",2008-09-30,1.66849315068493,"Unlabeled","DLA","YOUNG",0
"358",2008-09-30,1.66849315068493,"Unlabeled","Additional DoD Components","YOUNG",0.000243494490238612
"359",2008-09-30,1.75068493150685,"Combination","Army","YOUNG",0.610577896149675
"360",2008-09-30,1.75068493150685,"Combination","Navy","YOUNG",0.306930988275488
"361",2008-09-30,1.75068493150685,"Combination","Air Force","YOUNG",0.0798827812364425
"362",2008-09-30,1.75068493150685,"Combination","DLA","YOUNG",0.0530437635574837
"363",2008-09-30,1.75068493150685,"Combination","MDA","YOUNG",0.0117275931778742
"364",2008-09-30,1.75068493150685,"Combination","MilitaryHealth","YOUNG",8.95444685466377e-05
"365",2008-09-30,1.75068493150685,"Combination","Additional DoD Components","YOUNG",0.118768211062907
"366",2008-09-30,1.75068493150685,"Cost+","Army","YOUNG",1.22476770798265
"367",2008-09-30,1.75068493150685,"Cost+","Navy","YOUNG",1.82605431852495
"368",2008-09-30,1.75068493150685,"Cost+","Air Force","YOUNG",0.559932816409978
"369",2008-09-30,1.75068493150685,"Cost+","DLA","YOUNG",0.000670688720173536
"370",2008-09-30,1.75068493150685,"Cost+","MDA","YOUNG",0.0440272700650759
"371",2008-09-30,1.75068493150685,"Cost+","Additional DoD Components","YOUNG",0.107883612895879
"372",2008-09-30,1.75068493150685,"Fixed","Army","YOUNG",7.10094936123644
"373",2008-09-30,1.75068493150685,"Fixed","Navy","YOUNG",2.58390567780911
"374",2008-09-30,1.75068493150685,"Fixed","Air Force","YOUNG",1.03506496625813
"375",2008-09-30,1.75068493150685,"Fixed","DLA","YOUNG",2.18156347855748
"376",2008-09-30,1.75068493150685,"Fixed","MDA","YOUNG",0.00981447750542299
"377",2008-09-30,1.75068493150685,"Fixed","MilitaryHealth","YOUNG",0.0399400914533623
"378",2008-09-30,1.75068493150685,"Fixed","Additional DoD Components","YOUNG",0.54123871345987
"379",2008-09-30,1.75068493150685,"Time/Mat.","Army","YOUNG",0.460421083177874
"380",2008-09-30,1.75068493150685,"Time/Mat.","Navy","YOUNG",0.0761482496095445
"381",2008-09-30,1.75068493150685,"Time/Mat.","Air Force","YOUNG",0.278454414967462
"382",2008-09-30,1.75068493150685,"Time/Mat.","DLA","YOUNG",0.00357548468546638
"383",2008-09-30,1.75068493150685,"Time/Mat.","MDA","YOUNG",0.000232718004338395
"384",2008-09-30,1.75068493150685,"Time/Mat.","Additional DoD Components","YOUNG",0.0324095188286334
"385",2008-09-30,1.75068493150685,"Unlabeled","Army","YOUNG",-0.00337729286334056
"386",2008-09-30,1.75068493150685,"Unlabeled","Navy","YOUNG",0.0484114477982646
"387",2008-09-30,1.75068493150685,"Unlabeled","Air Force","YOUNG",-0.00434286724511931
"388",2008-09-30,1.75068493150685,"Unlabeled","DLA","YOUNG",4.33839479392625e-08
"389",2008-09-30,1.75068493150685,"Unlabeled","MDA","YOUNG",0
"390",2008-09-30,1.75068493150685,"Unlabeled","Additional DoD Components","YOUNG",-0.00105917513015184
"391",2008-09-30,1.83561643835616,"Combination","Army","YOUNG",0.549398837733189
"392",2008-09-30,1.83561643835616,"Combination","Navy","YOUNG",0.220771364522777
"393",2008-09-30,1.83561643835616,"Combination","Air Force","YOUNG",0.0840327318546638
"394",2008-09-30,1.83561643835616,"Combination","DLA","YOUNG",0.045193169197397
"395",2008-09-30,1.83561643835616,"Combination","MDA","YOUNG",0.00382481127982646
"396",2008-09-30,1.83561643835616,"Combination","MilitaryHealth","YOUNG",0
"397",2008-09-30,1.83561643835616,"Combination","Additional DoD Components","YOUNG",0.0659692211171367
"398",2008-09-30,1.83561643835616,"Cost+","Army","YOUNG",0.880835655563991
"399",2008-09-30,1.83561643835616,"Cost+","Navy","YOUNG",0.680821998915401
"400",2008-09-30,1.83561643835616,"Cost+","Air Force","YOUNG",0.793446192093275
"401",2008-09-30,1.83561643835616,"Cost+","DLA","YOUNG",0.000415351778741865
"402",2008-09-30,1.83561643835616,"Cost+","MDA","YOUNG",0.0519485130151844
"403",2008-09-30,1.83561643835616,"Cost+","Additional DoD Components","YOUNG",0.133880479088937
"404",2008-09-30,1.83561643835616,"Fixed","Army","YOUNG",8.41099077442516
"405",2008-09-30,1.83561643835616,"Fixed","Navy","YOUNG",3.15773147275488
"406",2008-09-30,1.83561643835616,"Fixed","Air Force","YOUNG",1.31056153617137
"407",2008-09-30,1.83561643835616,"Fixed","DLA","YOUNG",3.58656570118221
"408",2008-09-30,1.83561643835616,"Fixed","MDA","YOUNG",0.00261840507592191
"409",2008-09-30,1.83561643835616,"Fixed","MilitaryHealth","YOUNG",0.000113209544468547
"410",2008-09-30,1.83561643835616,"Fixed","Additional DoD Components","YOUNG",0.511696559826464
"411",2008-09-30,1.83561643835616,"Time/Mat.","Army","YOUNG",0.712496467245119
"412",2008-09-30,1.83561643835616,"Time/Mat.","Navy","YOUNG",0.0723459624078091
"413",2008-09-30,1.83561643835616,"Time/Mat.","Air Force","YOUNG",0.360102512960954
"414",2008-09-30,1.83561643835616,"Time/Mat.","DLA","YOUNG",0.00758700097613883
"415",2008-09-30,1.83561643835616,"Time/Mat.","MDA","YOUNG",0.00184836225596529
"416",2008-09-30,1.83561643835616,"Time/Mat.","Additional DoD Components","YOUNG",0.037883543340564
"417",2008-09-30,1.83561643835616,"Unlabeled","Army","YOUNG",-0.00603376972885032
"418",2008-09-30,1.83561643835616,"Unlabeled","Navy","YOUNG",0.0231825304772234
"419",2008-09-30,1.83561643835616,"Unlabeled","Air Force","YOUNG",-0.00539818514099783
"420",2008-09-30,1.83561643835616,"Unlabeled","DLA","YOUNG",4.23594360086768e-06
"421",2008-09-30,1.83561643835616,"Unlabeled","Additional DoD Components","YOUNG",-0.00119299157266811
"422",2008-09-30,1.92054794520548,"Combination","Army","YOUNG",2.2645741028308
"423",2008-09-30,1.92054794520548,"Combination","Navy","YOUNG",1.14007811404555
"424",2008-09-30,1.92054794520548,"Combination","Air Force","YOUNG",0.291110045629067
"425",2008-09-30,1.92054794520548,"Combination","DLA","YOUNG",0.0498695593058568
"426",2008-09-30,1.92054794520548,"Combination","MDA","YOUNG",0.0273692911605206
"427",2008-09-30,1.92054794520548,"Combination","Additional DoD Components","YOUNG",0.344318411149675
"428",2008-09-30,1.92054794520548,"Cost+","Army","YOUNG",2.24268615787419
"429",2008-09-30,1.92054794520548,"Cost+","Navy","YOUNG",4.5491266512039
"430",2008-09-30,1.92054794520548,"Cost+","Air Force","YOUNG",1.75394450334056
"431",2008-09-30,1.92054794520548,"Cost+","DLA","YOUNG",0.00305372353579176
"432",2008-09-30,1.92054794520548,"Cost+","MDA","YOUNG",0.0342619245227766
"433",2008-09-30,1.92054794520548,"Cost+","Additional DoD Components","YOUNG",0.260404105021692
"434",2008-09-30,1.92054794520548,"Fixed","Army","YOUNG",24.2827568760954
"435",2008-09-30,1.92054794520548,"Fixed","Navy","YOUNG",8.61050685053145
"436",2008-09-30,1.92054794520548,"Fixed","Air Force","YOUNG",6.42104884276573
"437",2008-09-30,1.92054794520548,"Fixed","DLA","YOUNG",5.77972876203905
"438",2008-09-30,1.92054794520548,"Fixed","MDA","YOUNG",0.00302086625813449
"439",2008-09-30,1.92054794520548,"Fixed","MilitaryHealth","YOUNG",0.00613698173535792
"440",2008-09-30,1.92054794520548,"Fixed","Additional DoD Components","YOUNG",0.856660488969631
"441",2008-09-30,1.92054794520548,"Other","Army","YOUNG",0.000266890433839479
"442",2008-09-30,1.92054794520548,"Time/Mat.","Army","YOUNG",1.47160358465293
"443",2008-09-30,1.92054794520548,"Time/Mat.","Navy","YOUNG",0.215259992527115
"444",2008-09-30,1.92054794520548,"Time/Mat.","Air Force","YOUNG",0.65131730862256
"445",2008-09-30,1.92054794520548,"Time/Mat.","DLA","YOUNG",0.0302313437201735
"446",2008-09-30,1.92054794520548,"Time/Mat.","MDA","YOUNG",0.0107376616052061
"447",2008-09-30,1.92054794520548,"Time/Mat.","Additional DoD Components","YOUNG",0.17091097324295
"448",2008-09-30,1.92054794520548,"Unlabeled","Army","YOUNG",-0.00200563677874187
"449",2008-09-30,1.92054794520548,"Unlabeled","Navy","YOUNG",0.0895122305206074
"450",2008-09-30,1.92054794520548,"Unlabeled","Air Force","YOUNG",-0.00459235703904555
"451",2008-09-30,1.92054794520548,"Unlabeled","DLA","YOUNG",-0.000109442169197397
"452",2008-09-30,1.92054794520548,"Unlabeled","Additional DoD Components","YOUNG",0.00861523502169197
"453",2009-09-30,0.498630136986301,"Combination","Army","CARTER",0.026722788298333
"454",2009-09-30,0.498630136986301,"Combination","Navy","CARTER",0.0107499134877679
"455",2009-09-30,0.498630136986301,"Combination","Air Force","CARTER",0.00750139508551634
"456",2009-09-30,0.498630136986301,"Combination","DLA","CARTER",0.000160266291405066
"457",2009-09-30,0.498630136986301,"Combination","Additional DoD Components","CARTER",0.0334822770513098
"458",2009-09-30,0.498630136986301,"Cost+","Army","CARTER",0.0660702822688894
"459",2009-09-30,0.498630136986301,"Cost+","Navy","CARTER",0.0850481955618099
"460",2009-09-30,0.498630136986301,"Cost+","Air Force","CARTER",0.0339743754925309
"461",2009-09-30,0.498630136986301,"Cost+","Additional DoD Components","CARTER",0.171020637161723
"462",2009-09-30,0.498630136986301,"Fixed","Army","CARTER",1.12784375768565
"463",2009-09-30,0.498630136986301,"Fixed","Navy","CARTER",0.359212398798441
"464",2009-09-30,0.498630136986301,"Fixed","Air Force","CARTER",0.468688084228188
"465",2009-09-30,0.498630136986301,"Fixed","DLA","CARTER",0.406856514710976
"466",2009-09-30,0.498630136986301,"Fixed","MDA","CARTER",0.000100454643862308
"467",2009-09-30,0.498630136986301,"Fixed","MilitaryHealth","CARTER",5.52067547088114e-06
"468",2009-09-30,0.498630136986301,"Fixed","Additional DoD Components","CARTER",0.151200703420654
"469",2009-09-30,0.498630136986301,"Time/Mat.","Army","CARTER",0.0659791912210435
"470",2009-09-30,0.498630136986301,"Time/Mat.","Navy","CARTER",0.012830712740853
"471",2009-09-30,0.498630136986301,"Time/Mat.","Air Force","CARTER",0.015866102522191
"472",2009-09-30,0.498630136986301,"Time/Mat.","DLA","CARTER",0.0082379151331457
"473",2009-09-30,0.498630136986301,"Time/Mat.","Additional DoD Components","CARTER",0.12302450818359
"474",2009-09-30,0.498630136986301,"Unlabeled","Army","CARTER",-2.77311647542758e-05
"475",2009-09-30,0.498630136986301,"Unlabeled","Navy","CARTER",0
"476",2009-09-30,0.498630136986301,"Unlabeled","Air Force","CARTER",0
"477",2009-09-30,0.498630136986301,"Unlabeled","DLA","CARTER",0
"478",2009-09-30,0.498630136986301,"Unlabeled","Additional DoD Components","CARTER",0
"479",2009-09-30,0.580821917808219,"Combination","Army","CARTER",0.206506063682615
"480",2009-09-30,0.580821917808219,"Combination","Navy","CARTER",0.56933599852782
"481",2009-09-30,0.580821917808219,"Combination","Air Force","CARTER",0.0256083452154146
"482",2009-09-30,0.580821917808219,"Combination","DLA","CARTER",0.0133822721368262
"483",2009-09-30,0.580821917808219,"Combination","Additional DoD Components","CARTER",0.0493231674280147
"484",2009-09-30,0.580821917808219,"Cost+","Army","CARTER",0.3768309777441
"485",2009-09-30,0.580821917808219,"Cost+","Navy","CARTER",0.479468585819441
"486",2009-09-30,0.580821917808219,"Cost+","Air Force","CARTER",0.246602523111063
"487",2009-09-30,0.580821917808219,"Cost+","DLA","CARTER",0.00378110032474562
"488",2009-09-30,0.580821917808219,"Cost+","MDA","CARTER",0.00798181099805153
"489",2009-09-30,0.580821917808219,"Cost+","Additional DoD Components","CARTER",0.081900437854514
"490",2009-09-30,0.580821917808219,"Fixed","Army","CARTER",3.81540730121238
"491",2009-09-30,0.580821917808219,"Fixed","Navy","CARTER",1.66933964223858
"492",2009-09-30,0.580821917808219,"Fixed","Air Force","CARTER",2.29560505572635
"493",2009-09-30,0.580821917808219,"Fixed","DLA","CARTER",1.92485761004546
"494",2009-09-30,0.580821917808219,"Fixed","MDA","CARTER",0.002983720296601
"495",2009-09-30,0.580821917808219,"Fixed","MilitaryHealth","CARTER",0.0252493397380385
"496",2009-09-30,0.580821917808219,"Fixed","Additional DoD Components","CARTER",0.394468167276467
"497",2009-09-30,0.580821917808219,"Time/Mat.","Army","CARTER",0.254965945312838
"498",2009-09-30,0.580821917808219,"Time/Mat.","Navy","CARTER",0.0296910760445984
"499",2009-09-30,0.580821917808219,"Time/Mat.","Air Force","CARTER",0.107245862870751
"500",2009-09-30,0.580821917808219,"Time/Mat.","DLA","CARTER",0.0803385011907339
"501",2009-09-30,0.580821917808219,"Time/Mat.","Additional DoD Components","CARTER",0.00628184757523273
"502",2009-09-30,0.580821917808219,"Unlabeled","Army","CARTER",-0.00300152134661182
"503",2009-09-30,0.580821917808219,"Unlabeled","Navy","CARTER",-0.000225443461788266
"504",2009-09-30,0.580821917808219,"Unlabeled","Air Force","CARTER",-0.00022259456592336
"505",2009-09-30,0.580821917808219,"Unlabeled","DLA","CARTER",1.94847369560511e-05
"506",2009-09-30,0.580821917808219,"Unlabeled","Additional DoD Components","CARTER",-7.90842606624811e-05
"507",2009-09-30,0.665753424657534,"Combination","Army","CARTER",0.425274295713358
"508",2009-09-30,0.665753424657534,"Combination","Navy","CARTER",0.271050382507036
"509",2009-09-30,0.665753424657534,"Combination","Air Force","CARTER",0.0293224234141589
"510",2009-09-30,0.665753424657534,"Combination","DLA","CARTER",0.0115253907772245
"511",2009-09-30,0.665753424657534,"Combination","Additional DoD Components","CARTER",0.157160098159775
"512",2009-09-30,0.665753424657534,"Cost+","Army","CARTER",0.374937602359818
"513",2009-09-30,0.665753424657534,"Cost+","Navy","CARTER",0.51575787223425
"514",2009-09-30,0.665753424657534,"Cost+","Air Force","CARTER",0.356814475514181
"515",2009-09-30,0.665753424657534,"Cost+","DLA","CARTER",0.00160160316085733
"516",2009-09-30,0.665753424657534,"Cost+","MDA","CARTER",0.0158667103269106
"517",2009-09-30,0.665753424657534,"Cost+","Additional DoD Components","CARTER",0.125545653951072
"518",2009-09-30,0.665753424657534,"Fixed","Army","CARTER",6.66982460843256
"519",2009-09-30,0.665753424657534,"Fixed","Navy","CARTER",2.22982549781338
"520",2009-09-30,0.665753424657534,"Fixed","Air Force","CARTER",1.35431423028794
"521",2009-09-30,0.665753424657534,"Fixed","DLA","CARTER",3.8682878035722
"522",2009-09-30,0.665753424657534,"Fixed","MDA","CARTER",0.00114270130980732
"523",2009-09-30,0.665753424657534,"Fixed","MilitaryHealth","CARTER",1.90464169733709e-05
"524",2009-09-30,0.665753424657534,"Fixed","Additional DoD Components","CARTER",0.581803086458108
"525",2009-09-30,0.665753424657534,"Time/Mat.","Army","CARTER",0.0876715966551202
"526",2009-09-30,0.665753424657534,"Time/Mat.","Navy","CARTER",0.0549351275276034
"527",2009-09-30,0.665753424657534,"Time/Mat.","Air Force","CARTER",0.0937793940463304
"528",2009-09-30,0.665753424657534,"Time/Mat.","DLA","CARTER",0.0428945964169734
"529",2009-09-30,0.665753424657534,"Time/Mat.","Additional DoD Components","CARTER",0.113227712167136
"530",2009-09-30,0.665753424657534,"Unlabeled","Army","CARTER",-0.05093162740853
"531",2009-09-30,0.665753424657534,"Unlabeled","Navy","CARTER",0.00148408071011041
"532",2009-09-30,0.665753424657534,"Unlabeled","Air Force","CARTER",-0.000507716681099805
"533",2009-09-30,0.665753424657534,"Unlabeled","DLA","CARTER",-1.05791296817493e-06
"534",2009-09-30,0.665753424657534,"Unlabeled","Additional DoD Components","CARTER",-0.000238385191599913
"535",2009-09-30,0.747945205479452,"Combination","Army","CARTER",0.237009605336653
"536",2009-09-30,0.747945205479452,"Combination","Navy","CARTER",0.261544085732843
"537",2009-09-30,0.747945205479452,"Combination","Air Force","CARTER",0.0823759687269972
"538",2009-09-30,0.747945205479452,"Combination","DLA","CARTER",0.0107677906473263
"539",2009-09-30,0.747945205479452,"Combination","Additional DoD Components","CARTER",0.0707827302771163
"540",2009-09-30,0.747945205479452,"Cost+","Army","CARTER",0.395454651169084
"541",2009-09-30,0.747945205479452,"Cost+","Navy","CARTER",0.48871489888504
"542",2009-09-30,0.747945205479452,"Cost+","Air Force","CARTER",0.384907067601212
"543",2009-09-30,0.747945205479452,"Cost+","DLA","CARTER",0.000554423652305694
"544",2009-09-30,0.747945205479452,"Cost+","MDA","CARTER",0.0216443764884174
"545",2009-09-30,0.747945205479452,"Cost+","Additional DoD Components","CARTER",0.13244126886772
"546",2009-09-30,0.747945205479452,"Fixed","Army","CARTER",6.61109594341849
"547",2009-09-30,0.747945205479452,"Fixed","Navy","CARTER",2.12080614470665
"548",2009-09-30,0.747945205479452,"Fixed","Air Force","CARTER",1.24569718295086
"549",2009-09-30,0.747945205479452,"Fixed","DLA","CARTER",3.21551296365014
