"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Competition.sum","Competition.effective.only","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"178",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.271374397614463,0.167492681482242
"179",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.361551182637997,0.245597850616888
"180",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.166261652843055,0.266395744365172
"181",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.141193813375997,0.223002216285683
"182",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.357249332784305,0.221568266334452
"183",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.0918975543957197,0.196780233518674
"184",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.0806471999475451,0.176598029042523
"185",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.151486176133026,0.108010310158763
"186",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.115932290117499,0.11602188873269
"187",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.520139058067562,0.262519174772695
"188",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.163129419114561,0.266400255766541
"189",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.125354317446496,0.269540931542873
"190",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.188958881389005,0.159147539316688
"191",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.242686225618968,0.185666474818156
"192",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"1 Offer","Not Effective Comp.","Navy","CARTER",0.057713306224291,NA
"193",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"1 Offer","Not Effective Comp.","Navy","CARTER",0.363395104708811,NA
"194",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"1 Offer","Not Effective Comp.","Navy","CARTER",0.298896403658801,0.240001604863968
"195",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"1 Offer","Not Effective Comp.","Navy","CARTER",0.390806131359602,0.351032546575738
"196",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"1 Offer","Not Effective Comp.","Navy","CARTER",0.376834238698853,0.355512257905752
"197",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"1 Offer","Not Effective Comp.","Navy","CARTER",1.23150071466768,0.666380361575377
"198",2009-10-01,2009-12-31,"Q1",2010-09-30,1,"1 Offer","Not Effective Comp.","Navy","CARTER",0.311457958023107,0.639930970463212
"199",2009-11-01,2009-12-31,"Q1",2010-09-30,1.08493150684932,"1 Offer","Not Effective Comp.","Navy","CARTER",0.407030203359007,0.649996292016597
"200",2009-12-01,2009-12-31,"Q1",2010-09-30,1.16712328767123,"1 Offer","Not Effective Comp.","Navy","CARTER",0.414750674154899,0.377746278512338
"201",2010-01-01,2010-03-31,"Q2",2010-09-30,1.25205479452055,"1 Offer","Not Effective Comp.","Navy","CARTER",0.311833140735986,0.377871339416631
"202",2010-02-01,2010-03-31,"Q2",2010-09-30,1.33698630136986,"1 Offer","Not Effective Comp.","Navy","CARTER",0.559351883215661,0.428645232702182
"203",2010-03-01,2010-03-31,"Q2",2010-09-30,1.41369863013699,"1 Offer","Not Effective Comp.","Navy","CARTER",0.742847332317073,0.538010785422907
"204",2010-04-01,2010-06-30,"Q3",2010-09-30,1.4986301369863,"1 Offer","Not Effective Comp.","Navy","CARTER",0.656139069201968,0.652779428244901
"205",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"1 Offer","Not Effective Comp.","Navy","CARTER",0.474671469244758,0.624552623587933
"206",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"1 Offer","Not Effective Comp.","Navy","CARTER",0.466824792703359,0.532545110383362
"207",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"1 Offer","Not Effective Comp.","Navy","CARTER",0.557029833237056,0.499508698395058
"208",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"1 Offer","Not Effective Comp.","Navy","CARTER",0.549866403958066,0.524573676632827
"209",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"1 Offer","Not Effective Comp.","Navy","CARTER",1.42962479653402,0.845507011243047
"210",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"1 Offer","Not Effective Comp.","Navy","CARTER",0.297921051972304,0.759137417488129
"211",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"1 Offer","Not Effective Comp.","Navy","CARTER",0.408416042394041,0.711987296966788
"212",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"1 Offer","Not Effective Comp.","Navy","CARTER",0.634777152077214,0.447038082147853
"213",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"1 Offer","Not Effective Comp.","Navy","CARTER",0.352014184945447,0.465069126472234
"214",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"1 Offer","Not Effective Comp.","Navy","CARTER",0.378520819901385,0.455104052308015
"215",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"1 Offer","Not Effective Comp.","Navy","CARTER",0.607784109515317,0.446106371454049
"216",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"1 Offer","Not Effective Comp.","Navy","CARTER",0.549580434074696,0.511961787830466
"217",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"1 Offer","Not Effective Comp.","Navy","CARTER",0.561859520006295,0.573074687865436
"218",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"1 Offer","Not Effective Comp.","Navy","CARTER",0.475813354752413,0.529084436277801
"219",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"1 Offer","Not Effective Comp.","Navy","CARTER",1.3410678981431,0.792913590967268
"220",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"1 Offer","Not Effective Comp.","Navy","CARTER",0.679719449076794,0.832200233990768
"221",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"1 Offer","Not Effective Comp.","Navy","CARTER",1.48030265120646,1.16702999947545
"222",2011-10-01,2011-12-31,"Q1",2011-11-02,3,"1 Offer","Not Effective Comp.","Navy","CARTER",0.210050002955411,0.790024034412889
"223",2011-11-01,2011-12-31,"Q1",2011-11-02,3.08493150684932,"1 Offer","Not Effective Comp.","Navy","CARTER",0.152531593419833,0.614294749193902
"224",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"1 Offer","Not Effective Comp.","Navy","CARTER",0.27511710485017,0.212566233741805
"225",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"1 Offer","Not Effective Comp.","Navy","CARTER",0.179737182916281,0.202461960395428
"226",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"1 Offer","Not Effective Comp.","Navy","CARTER",0.341762833642261,0.265539040469571
"227",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"1 Offer","Not Effective Comp.","Navy","CARTER",0.32716029051591,0.282886769024817
"228",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"1 Offer","Not Effective Comp.","Navy","CARTER",0.162493531706312,0.277138885288161
"229",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"1 Offer","Not Effective Comp.","Navy","CARTER",0.226643051014314,0.238765624412179
"230",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"1 Offer","Not Effective Comp.","Navy","CARTER",0.17652551661003,0.188554033110219
"231",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"1 Offer","Not Effective Comp.","Navy","CARTER",0.251551522005973,0.218240029876772
"232",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"1 Offer","Not Effective Comp.","Navy","CARTER",0.299513526639893,0.242530188418632
"233",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"1 Offer","Not Effective Comp.","Navy","CARTER",0.426571877942539,0.325878975529468
"234",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"1 Offer","Not Effective Comp.","Navy","CARTER",0.0548567033240581,0.26031403596883
"235",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"1 Offer","Not Effective Comp.","Navy","CARTER",0.125540006531431,0.202322862599343
"236",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"1 Offer","Not Effective Comp.","Navy","CARTER",0.264185448141972,0.14819405266582
"237",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"1 Offer","Not Effective Comp.","Navy","CARTER",0.110421315792018,0.16671559015514
"238",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"1 Offer","Not Effective Comp.","Navy","CARTER",0.0729475738987509,0.14918477927758
"239",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"1 Offer","Not Effective Comp.","Navy","CARTER",0.143934958283843,0.109101282658204
"240",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"1 Offer","Not Effective Comp.","Navy","CARTER",0.105940755990657,0.107607762724417
"241",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"1 Offer","Not Effective Comp.","Navy","CARTER",0.0909747979899462,0.113616837421482
"242",2013-06-01,2013-06-30,"Q3",2013-09-30,4.66849315068493,"1 Offer","Not Effective Comp.","Navy","CARTER",0.1573635309673,0.118093028315968
"243",2013-07-01,2013-09-30,"Q4",2013-09-30,4.75068493150685,"1 Offer","Not Effective Comp.","Navy","CARTER",0.157304849058495,0.135214392671914
"244",2013-08-01,2013-09-30,"Q4",2013-09-30,4.83561643835616,"1 Offer","Not Effective Comp.","Navy","CARTER",0.21926699689083,0.177978458972208
"245",2013-09-01,2013-09-30,"Q4",2013-09-30,4.92054794520548,"1 Offer","Not Effective Comp.","Navy","CARTER",0.327792777100437,0.234788207683254
"246",2011-11-01,2011-12-31,"Q1",2012-09-30,0.0849315068493151,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.192823353022346,NA
"247",2011-12-01,2011-12-31,"Q1",2012-09-30,0.167123287671233,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.181377064236433,NA
"248",2012-01-01,2012-03-31,"Q2",2012-09-30,0.252054794520548,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.21182528673669,0.195341901331823
"249",2012-02-01,2012-03-31,"Q2",2012-09-30,0.336986301369863,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.356860099763155,0.250020816912093
"250",2012-03-01,2012-03-31,"Q2",2012-09-30,0.416438356164384,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.369759547544022,0.312814978014623
"251",2012-04-01,2012-06-30,"Q3",2012-09-30,0.501369863013699,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.235780264988158,0.320799970765112
"252",2012-05-01,2012-06-30,"Q3",2012-09-30,0.583561643835616,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.283725788579961,0.29642186703738
"253",2012-06-01,2012-06-30,"Q3",2012-09-30,0.668493150684932,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.286135780321285,0.268547277963135
"254",2012-07-01,2012-09-30,"Q4",2012-09-30,0.750684931506849,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.322659759890845,0.297507109597364
"255",2012-08-01,2012-09-30,"Q4",2012-09-30,0.835616438356164,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.489775763845124,0.366190434685752
"256",2012-09-01,2012-09-30,"Q4",2012-09-30,0.920547945205479,"1 Offer","Not Effective Comp.","Navy","KENDALL",1.0179747077335,0.610136743823156
"257",2012-10-01,2012-12-31,"Q1",2013-09-30,1.0027397260274,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.193932008377374,0.567227493318665
"258",2012-11-01,2012-12-31,"Q1",2013-09-30,1.08767123287671,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.353341311854067,0.52174934265498
"259",2012-12-01,2012-12-31,"Q1",2013-09-30,1.16986301369863,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.376948288383365,0.308073869538269
"260",2013-01-01,2013-03-31,"Q2",2013-09-30,1.25479452054795,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.230783154946481,0.320357585061305
"261",2013-02-01,2013-03-31,"Q2",2013-09-30,1.33972602739726,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.289517504959379,0.299082982763075
"262",2013-03-01,2013-03-31,"Q2",2013-09-30,1.41643835616438,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.288444086406621,0.26958158210416
"263",2013-04-01,2013-06-30,"Q3",2013-09-30,1.5013698630137,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.241639262352188,0.273200284572729
"264",2013-05-01,2013-06-30,"Q3",2013-09-30,1.58356164383562,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.21404047696669,0.248041275241833
"265",2013-06-01,2013-06-30,"Q3",2013-09-30,1.66849315068493,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.338459622110287,0.264713120476389
"266",2013-07-01,2013-09-30,"Q4",2013-09-30,1.75068493150685,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.340824275254798,0.297774791443925
"267",2013-08-01,2013-09-30,"Q4",2013-09-30,1.83561643835616,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.431517669117396,0.370267188827494
"268",2013-09-01,2013-09-30,"Q4",2013-09-30,1.92054794520548,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.902934677968823,0.558425540780339
"269",2013-10-01,2013-12-31,"Q1",2014-09-30,2.0027397260274,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.1191347615067,0.48452903619764
"270",2013-11-01,2013-12-31,"Q1",2014-09-30,2.08767123287671,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.2088415092933,0.410303649589608
"271",2013-12-01,2013-12-31,"Q1",2014-09-30,2.16986301369863,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.4194248428144,0.249133704538133
"272",2014-01-01,2014-03-31,"Q2",2014-09-30,2.25479452054795,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.2794794435587,0.3025819318888
"273",2014-02-01,2014-03-31,"Q2",2014-09-30,2.33972602739726,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.2283656601552,0.3090899821761
"274",2014-03-01,2014-03-31,"Q2",2014-09-30,2.41643835616438,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.5084322028512,0.338759102188367
"275",2014-04-01,2014-06-30,"Q3",2014-09-30,2.5013698630137,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.3267092667566,0.354502376587667
"276",2014-05-01,2014-06-30,"Q3",2014-09-30,2.58356164383562,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.4224963315354,0.419212600381067
"277",2014-06-01,2014-06-30,"Q3",2014-09-30,2.66849315068493,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.3583121904919,0.3691725962613
"278",2014-07-01,2014-09-30,"Q4",2014-09-30,2.75068493150685,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.5056838195469,0.428830780524733
"279",2014-08-01,2014-09-30,"Q4",2014-09-30,2.83561643835616,"1 Offer","Not Effective Comp.","Navy","KENDALL",0.4656947158784,0.4432302419724
"280",2014-09-01,2014-09-30,"Q4",2014-09-30,2.92054794520548,"1 Offer","Not Effective Comp.","Navy","KENDALL",1.1303694947614,0.7005826767289
"281",2007-07-01,2007-09-30,"Q4",2007-09-30,0.747945205479452,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.0768151442473903,NA
"282",2007-08-01,2007-09-30,"Q4",2007-09-30,0.832876712328767,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.400801854562802,NA
"283",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.858209934201369,0.445275644337187
"284",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.327785900726681,0.528932563163617
"285",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.0935463639479393,0.426514066291997
"286",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.238883771008677,0.220072011894432
"287",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.273381250650759,0.201937128535792
"288",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.276987313438178,0.263084111699205
"289",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.203708235249458,0.251358933112798
"290",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.273414536626898,0.251370028438178
"291",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.724665278893709,0.400596016923355
"292",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.200835801464208,0.399638538994939
"293",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.247990834425163,0.39116397159436
"294",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.330424207950108,0.259750281279826
"295",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.925075346160521,0.501163462845264
"296",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.280217958508335,0.511905837539655
"297",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.369605434390561,0.524966246353139
"298",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.257516254882009,0.302446549260302
"299",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.19555864850617,0.27422677925958
"300",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.286939760878978,0.246671554755719
"301",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.235139646990691,0.239212685458613
"302",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.242092629378653,0.254724012416107
"303",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.0829338396622646,0.186722038677203
"304",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.0687954500649491,0.131273973035289
"305",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.122539159222776,0.091422816316663
"306",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.1569688444252,0.116101151237642
"307",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.263035947943278,0.180847983863751
"308",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.0695995949614891,0.163201462443322
"309",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.101090809884467,0.144575450929745
"310",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.0846286671373556,0.0851063573277707
"311",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.0975469211275139,0.0944221327164456
"312",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.1181454783911,0.100107022218656
"313",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.0683908326273,0.0946944107153045
