"","Fiscal.Year","SinceFirstFiscalYear","Vendor.Size.sum","SubCustomer.component","ATLpolicy","Obligation.2014"
"3104",2012-09-30,2.58356164383562,"Small","Additional
DoD
Components","Small Business
Task Force",0.279779503140768
"3105",2012-09-30,2.58356164383562,"Unlabeled","Army","Small Business
Task Force",0.283655736844815
"3106",2012-09-30,2.58356164383562,"Unlabeled","Navy","Small Business
Task Force",0.00302362149109258
"3107",2012-09-30,2.58356164383562,"Unlabeled","Air Force","Small Business
Task Force",0.00824869724024302
"3108",2012-09-30,2.58356164383562,"Unlabeled","Military
Health","Small Business
Task Force",1.85345278550098e-05
"3109",2012-09-30,2.58356164383562,"Unlabeled","Additional
DoD
Components","Small Business
Task Force",1.63873854391927e-05
"3110",2012-09-30,2.66849315068493,"Large","Army","Small Business
Task Force",1.6388728888477
"3111",2012-09-30,2.66849315068493,"Large","Navy","Small Business
Task Force",0.971950963886315
"3112",2012-09-30,2.66849315068493,"Large","Air Force","Small Business
Task Force",0.934819672268562
"3113",2012-09-30,2.66849315068493,"Large","DLA","Small Business
Task Force",1.90301821508599
"3114",2012-09-30,2.66849315068493,"Large","MDA","Small Business
Task Force",0.0255981660694058
"3115",2012-09-30,2.66849315068493,"Large","Military
Health","Small Business
Task Force",0.117978088013593
"3116",2012-09-30,2.66849315068493,"Large","Additional
DoD
Components","Small Business
Task Force",0.495944523983112
"3117",2012-09-30,2.66849315068493,"Large (Big 6)","Army","Small Business
Task Force",4.04975297844712
"3118",2012-09-30,2.66849315068493,"Large (Big 6)","Navy","Small Business
Task Force",1.3958353562352
"3119",2012-09-30,2.66849315068493,"Large (Big 6)","Air Force","Small Business
Task Force",5.43616174874884
"3120",2012-09-30,2.66849315068493,"Large (Big 6)","DLA","Small Business
Task Force",0.109628556152816
"3121",2012-09-30,2.66849315068493,"Large (Big 6)","MDA","Small Business
Task Force",0.194597090917516
"3122",2012-09-30,2.66849315068493,"Large (Big 6)","Military
Health","Small Business
Task Force",0.00301204819277108
"3123",2012-09-30,2.66849315068493,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.212577854639069
"3124",2012-09-30,2.66849315068493,"Medium","Army","Small Business
Task Force",1.74117866402018
"3125",2012-09-30,2.66849315068493,"Medium","Navy","Small Business
Task Force",0.985751054814128
"3126",2012-09-30,2.66849315068493,"Medium","Air Force","Small Business
Task Force",0.558433174688498
"3127",2012-09-30,2.66849315068493,"Medium","DLA","Small Business
Task Force",0.784155374657811
"3128",2012-09-30,2.66849315068493,"Medium","MDA","Small Business
Task Force",0.0066509343527958
"3129",2012-09-30,2.66849315068493,"Medium","Military
Health","Small Business
Task Force",0.0203703388425497
"3130",2012-09-30,2.66849315068493,"Medium","Additional
DoD
Components","Small Business
Task Force",0.413970333508393
"3131",2012-09-30,2.66849315068493,"Small","Army","Small Business
Task Force",1.50648806798476
"3132",2012-09-30,2.66849315068493,"Small","Navy","Small Business
Task Force",0.881640801441664
"3133",2012-09-30,2.66849315068493,"Small","Air Force","Small Business
Task Force",0.433324830769231
"3134",2012-09-30,2.66849315068493,"Small","DLA","Small Business
Task Force",0.607529005571002
"3135",2012-09-30,2.66849315068493,"Small","MDA","Small Business
Task Force",0.0119433264751313
"3136",2012-09-30,2.66849315068493,"Small","Military
Health","Small Business
Task Force",0.00215735814025332
"3137",2012-09-30,2.66849315068493,"Small","Additional
DoD
Components","Small Business
Task Force",0.296305839903203
"3138",2012-09-30,2.66849315068493,"Unlabeled","Army","Small Business
Task Force",0.381014173699928
"3139",2012-09-30,2.66849315068493,"Unlabeled","Navy","Small Business
Task Force",0.00156256351560087
"3140",2012-09-30,2.66849315068493,"Unlabeled","Air Force","Small Business
Task Force",0.00134733506333024
"3141",2012-09-30,2.66849315068493,"Unlabeled","DLA","Small Business
Task Force",1.06273916177531e-05
"3142",2012-09-30,2.66849315068493,"Unlabeled","Additional
DoD
Components","Small Business
Task Force",2.47438986716095e-06
"3143",2012-09-30,2.75068493150685,"Large","Army","Small Business
Task Force",1.65222598930079
"3144",2012-09-30,2.75068493150685,"Large","Navy","Small Business
Task Force",0.888768964586551
"3145",2012-09-30,2.75068493150685,"Large","Air Force","Small Business
Task Force",0.608904234599938
"3146",2012-09-30,2.75068493150685,"Large","DLA","Small Business
Task Force",0.61315086622387
"3147",2012-09-30,2.75068493150685,"Large","MDA","Small Business
Task Force",0.0132947317269076
"3148",2012-09-30,2.75068493150685,"Large","Military
Health","Small Business
Task Force",0.536722844794563
"3149",2012-09-30,2.75068493150685,"Large","Additional
DoD
Components","Small Business
Task Force",0.51799147158892
"3150",2012-09-30,2.75068493150685,"Large (Big 6)","Army","Small Business
Task Force",0.918026449037174
"3151",2012-09-30,2.75068493150685,"Large (Big 6)","Navy","Small Business
Task Force",0.739216581680568
"3152",2012-09-30,2.75068493150685,"Large (Big 6)","Air Force","Small Business
Task Force",0.769729287375142
"3153",2012-09-30,2.75068493150685,"Large (Big 6)","DLA","Small Business
Task Force",0.108836435289877
"3154",2012-09-30,2.75068493150685,"Large (Big 6)","MDA","Small Business
Task Force",0.198985097435897
"3155",2012-09-30,2.75068493150685,"Large (Big 6)","Military
Health","Small Business
Task Force",0
"3156",2012-09-30,2.75068493150685,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.191420126578107
"3157",2012-09-30,2.75068493150685,"Medium","Army","Small Business
Task Force",1.92815766105447
"3158",2012-09-30,2.75068493150685,"Medium","Navy","Small Business
Task Force",0.92800633811142
"3159",2012-09-30,2.75068493150685,"Medium","Air Force","Small Business
Task Force",0.520974259715786
"3160",2012-09-30,2.75068493150685,"Medium","DLA","Small Business
Task Force",1.08517926107641
"3161",2012-09-30,2.75068493150685,"Medium","MDA","Small Business
Task Force",0.016886837493564
"3162",2012-09-30,2.75068493150685,"Medium","Military
Health","Small Business
Task Force",0.00172010641540521
"3163",2012-09-30,2.75068493150685,"Medium","Additional
DoD
Components","Small Business
Task Force",0.31192428463598
"3164",2012-09-30,2.75068493150685,"Small","Army","Small Business
Task Force",1.49830545422717
"3165",2012-09-30,2.75068493150685,"Small","Navy","Small Business
Task Force",1.06333146335084
"3166",2012-09-30,2.75068493150685,"Small","Air Force","Small Business
Task Force",0.55203027364844
"3167",2012-09-30,2.75068493150685,"Small","DLA","Small Business
Task Force",0.531119433796725
"3168",2012-09-30,2.75068493150685,"Small","MDA","Small Business
Task Force",0.009005003068685
"3169",2012-09-30,2.75068493150685,"Small","Military
Health","Small Business
Task Force",0.00473649755946864
"3170",2012-09-30,2.75068493150685,"Small","Additional
DoD
Components","Small Business
Task Force",0.250199895335187
"3171",2012-09-30,2.75068493150685,"Unlabeled","Army","Small Business
Task Force",0.240912276397899
"3172",2012-09-30,2.75068493150685,"Unlabeled","Navy","Small Business
Task Force",0.00189330349088662
"3173",2012-09-30,2.75068493150685,"Unlabeled","Air Force","Small Business
Task Force",0.00404608947585213
"3174",2012-09-30,2.83561643835616,"Large","Army","Small Business
Task Force",1.58217325557615
"3175",2012-09-30,2.83561643835616,"Large","Navy","Small Business
Task Force",1.0969723798476
"3176",2012-09-30,2.83561643835616,"Large","Air Force","Small Business
Task Force",0.7459165291834
"3177",2012-09-30,2.83561643835616,"Large","DLA","Small Business
Task Force",1.21428639182371
"3178",2012-09-30,2.83561643835616,"Large","MDA","Small Business
Task Force",0.00625985740912367
"3179",2012-09-30,2.83561643835616,"Large","Military
Health","Small Business
Task Force",0.0045382859643703
"3180",2012-09-30,2.83561643835616,"Large","Additional
DoD
Components","Small Business
Task Force",0.576236946030275
"3181",2012-09-30,2.83561643835616,"Large (Big 6)","Army","Small Business
Task Force",0.899453183637113
"3182",2012-09-30,2.83561643835616,"Large (Big 6)","Navy","Small Business
Task Force",1.13579622752549
"3183",2012-09-30,2.83561643835616,"Large (Big 6)","Air Force","Small Business
Task Force",1.24233632244877
"3184",2012-09-30,2.83561643835616,"Large (Big 6)","DLA","Small Business
Task Force",0.339240197405005
"3185",2012-09-30,2.83561643835616,"Large (Big 6)","MDA","Small Business
Task Force",0.0645940449902173
"3186",2012-09-30,2.83561643835616,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.259713640799094
"3187",2012-09-30,2.83561643835616,"Medium","Army","Small Business
Task Force",2.38133221945217
"3188",2012-09-30,2.83561643835616,"Medium","Navy","Small Business
Task Force",1.29722919439811
"3189",2012-09-30,2.83561643835616,"Medium","Air Force","Small Business
Task Force",0.947377132581608
"3190",2012-09-30,2.83561643835616,"Medium","DLA","Small Business
Task Force",0.767390766119967
"3191",2012-09-30,2.83561643835616,"Medium","MDA","Small Business
Task Force",0.00202116175471115
"3192",2012-09-30,2.83561643835616,"Medium","Military
Health","Small Business
Task Force",0.0145991457007517
"3193",2012-09-30,2.83561643835616,"Medium","Additional
DoD
Components","Small Business
Task Force",0.275805419884667
"3194",2012-09-30,2.83561643835616,"Small","Army","Small Business
Task Force",1.90619331148182
"3195",2012-09-30,2.83561643835616,"Small","Navy","Small Business
Task Force",1.29262942946144
"3196",2012-09-30,2.83561643835616,"Small","Air Force","Small Business
Task Force",0.626543129523221
"3197",2012-09-30,2.83561643835616,"Small","DLA","Small Business
Task Force",0.801325575429925
"3198",2012-09-30,2.83561643835616,"Small","MDA","Small Business
Task Force",0.0302394646071465
"3199",2012-09-30,2.83561643835616,"Small","Military
Health","Small Business
Task Force",0.00183801350015446
"3200",2012-09-30,2.83561643835616,"Small","Additional
DoD
Components","Small Business
Task Force",0.283049754474307
"3201",2012-09-30,2.83561643835616,"Unlabeled","Army","Small Business
Task Force",0.133182987632582
"3202",2012-09-30,2.83561643835616,"Unlabeled","Navy","Small Business
Task Force",0.00222517518278241
"3203",2012-09-30,2.83561643835616,"Unlabeled","Air Force","Small Business
Task Force",0.00546031865925239
"3204",2012-09-30,2.83561643835616,"Unlabeled","Military
Health","Small Business
Task Force",4.66560601379879e-06
"3205",2012-09-30,2.83561643835616,"Unlabeled","Additional
DoD
Components","Small Business
Task Force",3.09134177736587e-05
"3206",2012-09-30,2.92054794520548,"Large","Army","Small Business
Task Force",5.51506528642776
"3207",2012-09-30,2.92054794520548,"Large","Navy","Small Business
Task Force",3.50485227386469
"3208",2012-09-30,2.92054794520548,"Large","Air Force","Small Business
Task Force",1.15208901579786
"3209",2012-09-30,2.92054794520548,"Large","DLA","Small Business
Task Force",6.21515952336526
"3210",2012-09-30,2.92054794520548,"Large","MDA","Small Business
Task Force",0.0117159815158068
"3211",2012-09-30,2.92054794520548,"Large","Military
Health","Small Business
Task Force",0.162196733580476
"3212",2012-09-30,2.92054794520548,"Large","Additional
DoD
Components","Small Business
Task Force",0.8961807768097
"3213",2012-09-30,2.92054794520548,"Large (Big 6)","Army","Small Business
Task Force",3.10259081440634
"3214",2012-09-30,2.92054794520548,"Large (Big 6)","Navy","Small Business
Task Force",1.61292478406961
"3215",2012-09-30,2.92054794520548,"Large (Big 6)","Air Force","Small Business
Task Force",3.08214821405623
"3216",2012-09-30,2.92054794520548,"Large (Big 6)","DLA","Small Business
Task Force",0.404469514138606
"3217",2012-09-30,2.92054794520548,"Large (Big 6)","MDA","Small Business
Task Force",0.233795598795181
"3218",2012-09-30,2.92054794520548,"Large (Big 6)","Military
Health","Small Business
Task Force",0.000589537637730409
"3219",2012-09-30,2.92054794520548,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.494527302152199
"3220",2012-09-30,2.92054794520548,"Medium","Army","Small Business
Task Force",5.08533755887138
"3221",2012-09-30,2.92054794520548,"Medium","Navy","Small Business
Task Force",2.51421845097312
"3222",2012-09-30,2.92054794520548,"Medium","Air Force","Small Business
Task Force",2.01903937566677
"3223",2012-09-30,2.92054794520548,"Medium","DLA","Small Business
Task Force",1.38134361670394
"3224",2012-09-30,2.92054794520548,"Medium","MDA","Small Business
Task Force",0.0219371980743487
"3225",2012-09-30,2.92054794520548,"Medium","Military
Health","Small Business
Task Force",0.032389277695397
"3226",2012-09-30,2.92054794520548,"Medium","Additional
DoD
Components","Small Business
Task Force",0.521461324528885
"3227",2012-09-30,2.92054794520548,"Small","Army","Small Business
Task Force",7.13466138469777
"3228",2012-09-30,2.92054794520548,"Small","Navy","Small Business
Task Force",3.38509222133663
"3229",2012-09-30,2.92054794520548,"Small","Air Force","Small Business
Task Force",2.15012035802698
"3230",2012-09-30,2.92054794520548,"Small","DLA","Small Business
Task Force",0.95273548905365
"3231",2012-09-30,2.92054794520548,"Small","MDA","Small Business
Task Force",0.0244786002986304
"3232",2012-09-30,2.92054794520548,"Small","Military
Health","Small Business
Task Force",0.0473186978889919
"3233",2012-09-30,2.92054794520548,"Small","Additional
DoD
Components","Small Business
Task Force",0.699017526083823
"3234",2012-09-30,2.92054794520548,"Unlabeled","Army","Small Business
Task Force",0.380625521563176
"3235",2012-09-30,2.92054794520548,"Unlabeled","Navy","Small Business
Task Force",0.0127527476881887
"3236",2012-09-30,2.92054794520548,"Unlabeled","Air Force","Small Business
Task Force",0.0716686580269797
"3237",2012-09-30,2.92054794520548,"Unlabeled","Military
Health","Small Business
Task Force",3.57841622901864e-06
"3238",2012-09-30,2.92054794520548,"Unlabeled","Additional
DoD
Components","Small Business
Task Force",-5.36016888065081e-06
"3239",2012-09-30,3,"Large","Army","CARTER
 pre-IFT",0.15896683098548
"3240",2012-09-30,3,"Large","Navy","CARTER
 pre-IFT",0.0932085120790856
"3241",2012-09-30,3,"Large","Air Force","CARTER
 pre-IFT",0.0736504831428277
"3242",2012-09-30,3,"Large","DLA","CARTER
 pre-IFT",0.0242148944907836
"3243",2012-09-30,3,"Large","MDA","CARTER
 pre-IFT",0.000817061456080733
"3244",2012-09-30,3,"Large","Military
Health","CARTER
 pre-IFT",0.400415046545155
"3245",2012-09-30,3,"Large","Additional
DoD
Components","CARTER
 pre-IFT",0.0868794143239625
"3246",2012-09-30,3,"Large (Big 6)","Army","CARTER
 pre-IFT",0.139997485717228
"3247",2012-09-30,3,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.118007937267017
"3248",2012-09-30,3,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.224591874101534
"3249",2012-09-30,3,"Large (Big 6)","DLA","CARTER
 pre-IFT",-0.000387722397281433
"3250",2012-09-30,3,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.00783868499639584
"3251",2012-09-30,3,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0138866517351457
"3252",2012-09-30,3,"Medium","Army","CARTER
 pre-IFT",0.0609726368448152
"3253",2012-09-30,3,"Medium","Navy","CARTER
 pre-IFT",0.0409480074348677
"3254",2012-09-30,3,"Medium","Air Force","CARTER
 pre-IFT",0.0713072455977757
"3255",2012-09-30,3,"Medium","DLA","CARTER
 pre-IFT",0.00615589938214396
"3256",2012-09-30,3,"Medium","MDA","CARTER
 pre-IFT",0.000660942230460303
"3257",2012-09-30,3,"Medium","Military
Health","CARTER
 pre-IFT",0.00106040366594583
"3258",2012-09-30,3,"Medium","Additional
DoD
Components","CARTER
 pre-IFT",0.0358755095767686
"3259",2012-09-30,3,"Small","Army","CARTER
 pre-IFT",0.059893291154361
"3260",2012-09-30,3,"Small","Navy","CARTER
 pre-IFT",0.200056062578519
"3261",2012-09-30,3,"Small","Air Force","CARTER
 pre-IFT",0.118247064668932
"3262",2012-09-30,3,"Small","DLA","CARTER
 pre-IFT",0.0138599554525796
"3263",2012-09-30,3,"Small","MDA","CARTER
 pre-IFT",0.00132242069817732
"3264",2012-09-30,3,"Small","Military
Health","CARTER
 pre-IFT",0
"3265",2012-09-30,3,"Small","Additional
DoD
Components","CARTER
 pre-IFT",0.0264820360416023
"3266",2012-09-30,3,"Unlabeled","Army","CARTER
 pre-IFT",-0.000666462877149624
"3267",2012-09-30,3,"Unlabeled","Navy","CARTER
 pre-IFT",1.10060652867882e-05
"3268",2012-09-30,3,"Unlabeled","Air Force","CARTER
 pre-IFT",0.000160562630007208
"3269",2012-09-30,3.08493150684932,"Large","Army","CARTER
 pre-IFT",0.157488319719905
"3270",2012-09-30,3.08493150684932,"Large","Navy","CARTER
 pre-IFT",0.135122452291216
"3271",2012-09-30,3.08493150684932,"Large","Air Force","CARTER
 pre-IFT",0.116217018607764
"3272",2012-09-30,3.08493150684932,"Large","DLA","CARTER
 pre-IFT",0.00877151964782206
"3273",2012-09-30,3.08493150684932,"Large","MDA","CARTER
 pre-IFT",0.00041241890639481
"3274",2012-09-30,3.08493150684932,"Large","Military
Health","CARTER
 pre-IFT",0.366978084749253
"3275",2012-09-30,3.08493150684932,"Large","Additional
DoD
Components","CARTER
 pre-IFT",0.0354277083925445
"3276",2012-09-30,3.08493150684932,"Large (Big 6)","Army","CARTER
 pre-IFT",0.362093479034085
"3277",2012-09-30,3.08493150684932,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.188481506425703
"3278",2012-09-30,3.08493150684932,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.231645726166203
"3279",2012-09-30,3.08493150684932,"Large (Big 6)","DLA","CARTER
 pre-IFT",0.00323300873236536
"3280",2012-09-30,3.08493150684932,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.0751210287303058
"3281",2012-09-30,3.08493150684932,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",-0.00224682212954382
"3282",2012-09-30,3.08493150684932,"Medium","Army","CARTER
 pre-IFT",0.168655712460097
"3283",2012-09-30,3.08493150684932,"Medium","Navy","CARTER
 pre-IFT",0.152220006384512
"3284",2012-09-30,3.08493150684932,"Medium","Air Force","CARTER
 pre-IFT",0.0637631770981361
"3285",2012-09-30,3.08493150684932,"Medium","DLA","CARTER
 pre-IFT",-0.0478207991041088
"3286",2012-09-30,3.08493150684932,"Medium","MDA","CARTER
 pre-IFT",0.00148002703120173
"3287",2012-09-30,3.08493150684932,"Medium","Military
Health","CARTER
 pre-IFT",0.0104890335907734
"3288",2012-09-30,3.08493150684932,"Medium","Additional
DoD
Components","CARTER
 pre-IFT",0.0356951364226135
"3289",2012-09-30,3.08493150684932,"Small","Army","CARTER
 pre-IFT",0.116343786839666
"3290",2012-09-30,3.08493150684932,"Small","Navy","CARTER
 pre-IFT",0.0548403677273195
"3291",2012-09-30,3.08493150684932,"Small","Air Force","CARTER
 pre-IFT",0.0481667986613119
"3292",2012-09-30,3.08493150684932,"Small","DLA","CARTER
 pre-IFT",0.00273420357326743
"3293",2012-09-30,3.08493150684932,"Small","MDA","CARTER
 pre-IFT",0.00114535595716198
"3294",2012-09-30,3.08493150684932,"Small","Military
Health","CARTER
 pre-IFT",9.90299660179178e-05
"3295",2012-09-30,3.08493150684932,"Small","Additional
DoD
Components","CARTER
 pre-IFT",0.0247308030068994
"3296",2012-09-30,3.08493150684932,"Unlabeled","Army","CARTER
 pre-IFT",0.000592718813716404
"3297",2012-09-30,3.08493150684932,"Unlabeled","Navy","CARTER
 pre-IFT",-3.60384615384615e-05
"3298",2012-09-30,3.08493150684932,"Unlabeled","Air Force","CARTER
 pre-IFT",0.000111237730408815
"3299",2012-09-30,3.16712328767123,"Large","Army","CARTER
 pre-IFT",0.153805823571208
"3300",2012-09-30,3.16712328767123,"Large","Navy","CARTER
 pre-IFT",0.359899288868294
"3301",2012-09-30,3.16712328767123,"Large","Air Force","CARTER
 pre-IFT",0.113832277479147
"3302",2012-09-30,3.16712328767123,"Large","DLA","CARTER
 pre-IFT",0.0176820030274946
"3303",2012-09-30,3.16712328767123,"Large","MDA","CARTER
 pre-IFT",0.000810421171866955
"3304",2012-09-30,3.16712328767123,"Large","Military
Health","CARTER
 pre-IFT",0.253997200339821
"3305",2012-09-30,3.16712328767123,"Large","Additional
DoD
Components","CARTER
 pre-IFT",0.0384085862527031
"3306",2012-09-30,3.16712328767123,"Large (Big 6)","Army","CARTER
 pre-IFT",0.306977059170013
"3307",2012-09-30,3.16712328767123,"Large (Big 6)","Navy","CARTER
 pre-IFT",2.30981924424879
"3308",2012-09-30,3.16712328767123,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.621562692153228
"3309",2012-09-30,3.16712328767123,"Large (Big 6)","DLA","CARTER
 pre-IFT",0.0010108953454845
"3310",2012-09-30,3.16712328767123,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.040713991051385
"3311",2012-09-30,3.16712328767123,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.023978477952837
"3312",2012-09-30,3.16712328767123,"Medium","Army","CARTER
 pre-IFT",0.241087390629183
"3313",2012-09-30,3.16712328767123,"Medium","Navy","CARTER
 pre-IFT",0.135346989918649
"3314",2012-09-30,3.16712328767123,"Medium","Air Force","CARTER
 pre-IFT",0.0482349100092678
"3315",2012-09-30,3.16712328767123,"Medium","DLA","CARTER
 pre-IFT",0.00403960988569663
"3316",2012-09-30,3.16712328767123,"Medium","MDA","CARTER
 pre-IFT",0.000570157151683658
"3317",2012-09-30,3.16712328767123,"Medium","Military
Health","CARTER
 pre-IFT",0.000560680671403563
"3318",2012-09-30,3.16712328767123,"Medium","Additional
DoD
Components","CARTER
 pre-IFT",0.0366514996292864
"3319",2012-09-30,3.16712328767123,"Small","Army","CARTER
 pre-IFT",0.164706196457625
"3320",2012-09-30,3.16712328767123,"Small","Navy","CARTER
 pre-IFT",0.0764401760683761
"3321",2012-09-30,3.16712328767123,"Small","Air Force","CARTER
 pre-IFT",0.053857924652456
"3322",2012-09-30,3.16712328767123,"Small","DLA","CARTER
 pre-IFT",0.00173123655648234
"3323",2012-09-30,3.16712328767123,"Small","MDA","CARTER
 pre-IFT",0.00206565750180208
"3324",2012-09-30,3.16712328767123,"Small","Military
Health","CARTER
 pre-IFT",9.13198434764702e-06
"3325",2012-09-30,3.16712328767123,"Small","Additional
DoD
Components","CARTER
 pre-IFT",0.0167745634332201
"3326",2012-09-30,3.16712328767123,"Unlabeled","Army","CARTER
 pre-IFT",-0.0032864531665122
"3327",2012-09-30,3.16712328767123,"Unlabeled","Navy","CARTER
 pre-IFT",-6.73232416846875e-06
"3328",2012-09-30,3.16712328767123,"Unlabeled","Air Force","CARTER
 pre-IFT",8.07259808464628e-07
"3329",2012-09-30,3.25205479452055,"Large","Army","CARTER
 pre-IFT",0.527711936041602
"3330",2012-09-30,3.25205479452055,"Large","Navy","CARTER
 pre-IFT",0.323159488610854
"3331",2012-09-30,3.25205479452055,"Large","Air Force","CARTER
 pre-IFT",0.363591582246936
"3332",2012-09-30,3.25205479452055,"Large","DLA","CARTER
 pre-IFT",0.00339365676037483
"3333",2012-09-30,3.25205479452055,"Large","MDA","CARTER
 pre-IFT",0.000778792400370714
"3334",2012-09-30,3.25205479452055,"Large","Military
Health","CARTER
 pre-IFT",0.262434371455051
"3335",2012-09-30,3.25205479452055,"Large","Additional
DoD
Components","CARTER
 pre-IFT",0.0341393634641129
"3336",2012-09-30,3.25205479452055,"Large (Big 6)","Army","CARTER
 pre-IFT",0.0305651683245804
"3337",2012-09-30,3.25205479452055,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.986807771640408
"3338",2012-09-30,3.25205479452055,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.679539597178457
"3339",2012-09-30,3.25205479452055,"Large (Big 6)","DLA","CARTER
 pre-IFT",-4.77442899804346e-05
"3340",2012-09-30,3.25205479452055,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.0604091617753064
"3341",2012-09-30,3.25205479452055,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0250976367521368
"3342",2012-09-30,3.25205479452055,"Medium","Army","CARTER
 pre-IFT",0.124047132375656
"3343",2012-09-30,3.25205479452055,"Medium","Navy","CARTER
 pre-IFT",0.106969813613428
"3344",2012-09-30,3.25205479452055,"Medium","Air Force","CARTER
 pre-IFT",0.0241466276593554
"3345",2012-09-30,3.25205479452055,"Medium","DLA","CARTER
 pre-IFT",0.00330093056327876
"3346",2012-09-30,3.25205479452055,"Medium","MDA","CARTER
 pre-IFT",0.000301065801668211
"3347",2012-09-30,3.25205479452055,"Medium","Military
Health","CARTER
 pre-IFT",-0.000306765235300175
"3348",2012-09-30,3.25205479452055,"Medium","Additional
DoD
Components","CARTER
 pre-IFT",0.0660694035423746
"3349",2012-09-30,3.25205479452055,"Small","Army","CARTER
 pre-IFT",0.104962797096077
"3350",2012-09-30,3.25205479452055,"Small","Navy","CARTER
 pre-IFT",0.0784839158480074
"3351",2012-09-30,3.25205479452055,"Small","Air Force","CARTER
 pre-IFT",0.0283102757491504
"3352",2012-09-30,3.25205479452055,"Small","DLA","CARTER
 pre-IFT",0.00256044326022037
"3353",2012-09-30,3.25205479452055,"Small","MDA","CARTER
 pre-IFT",0.00395070229636495
"3354",2012-09-30,3.25205479452055,"Small","Military
Health","CARTER
 pre-IFT",3.61960663165482e-06
"3355",2012-09-30,3.25205479452055,"Small","Additional
DoD
Components","CARTER
 pre-IFT",0.0271506301101843
"3356",2012-09-30,3.25205479452055,"Unlabeled","Army","CARTER
 pre-IFT",0.009568075038616
"3357",2012-09-30,3.25205479452055,"Unlabeled","Navy","CARTER
 pre-IFT",4.22491607455463e-05
"3358",2012-09-30,3.25205479452055,"Unlabeled","Air Force","CARTER
 pre-IFT",-5.15451137884873e-05
"3359",2012-09-30,3.33698630136986,"Large","Army","CARTER
 pre-IFT",0.532782068458449
"3360",2012-09-30,3.33698630136986,"Large","Navy","CARTER
 pre-IFT",0.682798775790341
"3361",2012-09-30,3.33698630136986,"Large","Air Force","CARTER
 pre-IFT",0.146910295932448
"3362",2012-09-30,3.33698630136986,"Large","DLA","CARTER
 pre-IFT",0.00278991415920091
"3363",2012-09-30,3.33698630136986,"Large","MDA","CARTER
 pre-IFT",0
"3364",2012-09-30,3.33698630136986,"Large","Military
Health","CARTER
 pre-IFT",-2.48430748635568e-05
"3365",2012-09-30,3.33698630136986,"Large","Additional
DoD
Components","CARTER
 pre-IFT",0.0452054999279168
"3366",2012-09-30,3.33698630136986,"Large (Big 6)","Army","CARTER
 pre-IFT",0.181028548264854
"3367",2012-09-30,3.33698630136986,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.405244392039955
"3368",2012-09-30,3.33698630136986,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.378250456152816
"3369",2012-09-30,3.33698630136986,"Large (Big 6)","DLA","CARTER
 pre-IFT",9.27430336731542e-05
"3370",2012-09-30,3.33698630136986,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.298601423427042
"3371",2012-09-30,3.33698630136986,"Large (Big 6)","Military
Health","CARTER
 pre-IFT",0
"3372",2012-09-30,3.33698630136986,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0449411376583256
"3373",2012-09-30,3.33698630136986,"Medium","Army","CARTER
 pre-IFT",0.270626330604469
"3374",2012-09-30,3.33698630136986,"Medium","Navy","CARTER
 pre-IFT",0.162476518535681
"3375",2012-09-30,3.33698630136986,"Medium","Air Force","CARTER
 pre-IFT",0.10978748875502
"3376",2012-09-30,3.33698630136986,"Medium","DLA","CARTER
 pre-IFT",0.00933334712182062
"3377",2012-09-30,3.33698630136986,"Medium","MDA","CARTER
 pre-IFT",0.00156855865513335
"3378",2012-09-30,3.33698630136986,"Medium","Military
Health","CARTER
 pre-IFT",-0.000103286571928741
"3379",2012-09-30,3.33698630136986,"Medium","Additional
DoD
Components","CARTER
 pre-IFT",0.0455811384615385
"3380",2012-09-30,3.33698630136986,"Small","Army","CARTER
 pre-IFT",0.113473453918237
"3381",2012-09-30,3.33698630136986,"Small","Navy","CARTER
 pre-IFT",0.14891350583874
"3382",2012-09-30,3.33698630136986,"Small","Air Force","CARTER
 pre-IFT",0.0699011805169396
"3383",2012-09-30,3.33698630136986,"Small","DLA","CARTER
 pre-IFT",0.00719788089795078
